-9989,-213.93,249.9,1018.8,-269.9,152.5,-779.4,-122.4,-259.51,-469.52,-21.225,339.86,-308.4,-250.37,332.81,321.47,-13.353,15.957,-81.271,-6.8642,-131.82,-7.569,43.418,-40.511,-8.4657,37
-2770.9,1696.9,-529.83,2969.1,837.5,-680.87,1717.2,1906.3,1095.3,-321.82,29.008,284.28,-229.31,-325.12,483.51,-275.9,-28.27,33.392,-71.113,11.7,-138.75,-150.79,48.774,-31.92,-24.095,8
68515,13502,70112,-35772,2128.2,-3342.9,3076.8,-947.89,2569.7,2053.1,-348.77,-199.29,-71.636,-198.95,17.677,-509.47,-22.886,34.222,130.3,1065.3,-381.69,214.04,-1050.5,-1049.2,524.76,12
-8930.5,-243.08,610.37,1652.4,-337.68,315.75,-626.79,-798.86,-488.6,88.552,24.897,-22.097,-199.34,304.97,452.9,295.84,-19.158,-27.327,224.56,-76.235,-195.11,-37.969,-12.002,19.637,-21.636,28
96617,22065,69478,-28422,7392.3,-5468.3,17081,448.4,7976.2,8069.3,-228.36,-75.43,19.583,-300.58,326.45,36.538,-395.95,-136.89,-211.07,-699.68,104.36,-127.6,-775.79,-1461.8,589.59,5
-7875.2,177.79,472.92,1840.9,-141.75,166.4,-144.98,-508.77,-101.04,346.41,-12.117,-17.405,675.12,191.73,-288.89,164.07,45.487,-7.4863,-65.928,-75.578,-198.1,91.564,-0.78827,41.085,58.323,10
-7136.1,494.21,-23.63,1837.2,125.06,-144.78,134.83,607.18,240.38,-415.91,16.998,649.84,253.8,-6.402,-225.63,-77.593,-12.327,-10.83,-23.423,26.048,-29.328,-16.281,39.479,-51.541,-40.531,37
-6848.1,474.16,341.13,2090.2,49.018,24.209,268.26,-165.4,118.83,354.91,2.0801,-37.326,676.29,197.8,-275.27,121.06,41.618,-10.581,-69.827,-65.073,-189.27,63.129,3.7816,38.388,57.248,29
-5871.9,679.14,276.57,2406.5,160.14,-56.453,539.12,37.297,247.28,385.1,-14.224,-616.01,-54,-84.501,-243.12,-168.23,23.468,9.4444,-84.603,46.199,174.77,-218.8,-52.966,53.606,44.009,6
55100,15352,34993,-13280,-3768.9,37812,22674,15983,2141.8,9704.6,870.04,-470.88,62.48,-424.27,-334.95,267.46,-711.12,-207.03,-71.795,333.24,116.12,-65.612,56.704,-103.79,-5.1358,18
