3763.4,-2131.9,-555.55,-1359.1,-2624.1,583.52,-94.623,1510,76.755,739.72,6.8579,-506.48,387.19,51.24,268.14,337.04,-27.734,10.73,-58.399,3.2897,32
11175,-1247,-332.65,-359.83,-21.653,105.88,206.13,358.92,-96.496,420.2,-49.385,343.36,503.24,159.3,-581.14,-143.3,13.136,-28.746,41.759,40.423,3
26025,4726.4,2239.2,7345.5,836.72,-615.65,2341,-1245.6,299.19,-61.892,-23.202,59.647,-459.83,-305.51,-234.78,204.22,-92.132,107.42,91.117,-335.07,23
9476.9,-1008,-464.45,-149.47,-941.16,93.284,89.8,7.1809,-118.6,-94.631,-48.864,-524.11,323.78,232.64,-319.43,336.98,-12.669,-24.604,27.861,51.838,11
9727.8,-750.97,-419.79,80.924,-1047.2,-19.735,83.231,-284.96,10.182,-111.44,24.194,70.058,-472.61,-227.88,-360.31,217.01,-72.14,47.263,123.54,-256.91,26
11025,-1261.6,-486.17,-465.24,-14.619,20.633,80.447,2.6551,-138.47,178.1,-51.497,578.37,-357.5,71.783,-435.55,295.13,36.3,-43.122,21.132,8.4213,3
8670.4,-1624,-552.37,-840.16,-781.48,179.38,-17.578,444.2,-84.15,410.68,-27.926,560.33,-334.6,-20.414,-107.95,213.37,22.256,-19.889,-4.0166,72.095,19
-1.0955e+05,-84846,-60449,83562,32325,-9437.8,13542,-4965.6,-13525,4414.3,7877.6,684.64,-245.99,3752.9,255.69,569.59,998.39,255.67,194.65,-777.68,3
9929.2,-1433.9,-442.93,-598.17,-403.61,145.98,94.802,402.96,-95.581,402.02,-50.735,435.1,-53.537,36.847,-258.61,349.31,22.669,-28.973,11.917,27.432,33
-17897,36117,-19241,9109.9,14096,-8162.9,-38703,19276,6586.6,-4253.9,1413.5,-393.51,88.998,-68.949,533.72,90.751,744.89,-81.137,-545.57,45.782,4
3993.4,-1806.2,-1074.3,-1340.2,-2539.1,153.58,-534.37,-189.2,-126.74,-327.58,15.062,-534.76,395.87,37.303,259.72,322.5,-0.86071,-4.5068,-37.1,-16.742,32
5105,-1549,-927.77,-973.29,-2305.6,125.42,-394.49,-204.17,-114.42,-296.96,9.8617,-249.78,-390.86,36.351,220.77,-79.201,11.749,3.9358,-39.781,-16.477,5
10556,-625.04,-359,225.93,-792.08,-51.508,146.43,-343.92,1.3334,-127.65,20.901,-35.221,94.702,-130.1,-628.61,-372.71,-64.334,50.539,108.1,-316.93,24
9919.3,-1280.1,-755.7,-644.42,-384.16,-100.06,-178.28,-570.65,-208.07,-197.37,-36.378,594.32,-352.21,13.076,-272.59,256.25,44.291,-39.708,17.938,25.054,2
2530.3,-1950.7,-1160.2,-1522,-3057.1,197.53,-640.6,-125.93,-104.63,-306.77,20.528,-550.91,390.21,21.511,451.28,191.49,-7.1212,4.2249,-25.736,80.72,32
10910,-579.42,-333.71,290.09,-676.13,-64.645,176.84,-361.68,4.5144,-129.33,17.103,-11.893,78.009,-119.56,-677.01,-362.36,-66.695,48.532,116.56,-315.89,26
