0.32261,0.99397,2.4662,-0.15698,-3.016,0.32581,-1.1794,-0.41926,-2.3451,-0.76932,3
-1.1515,0.63308,2.0095,0.0087863,1.4408,-0.62354,1.7842,1.2299,-1.0389,1.3191,24
-0.56269,0.53388,1.4698,-1.6044,-1.772,1.0722,-0.09704,0.32323,-0.68629,2.8752,33
-2.5793,-0.65391,0.8182,1.8608,-1.9056,0.28878,0.060859,-1.7807,-0.042491,-0.59245,9
-1.7712,2.4097,-0.61482,0.37001,-2.6926,2.1376,1.6253,0.15284,1.3431,1.5433,20
1.2705,0.75104,-0.44298,-1.2857,-0.55573,-1.5874,-1.0665,-1.1567,-3.357,-0.75771,11
-1.4976,0.56512,-4.3114,-1.9103,0.16702,-0.0010682,2.8876,-1.2469,1.9812,-0.28808,34
-2.1225,-0.27193,1.8822,2.6845,-0.73059,-0.16822,-0.23398,1.5353,0.48808,-0.91398,37
3.2793,-0.47791,0.29519,1.4145,0.95661,0.43389,-0.53393,1.8204,1.0982,-0.25782,34
-0.95398,0.52164,2.1205,-0.25317,1.1431,-0.77796,1.8152,1.1645,-1.2374,1.5255,23
2.2785,0.12054,-1.2438,-0.80444,-0.42925,1.1035,-2.6636,-1.0151,-0.051225,1.443,11
-0.13969,-1.1161,3.1063,0.43615,-1.3054,-0.61826,0.5955,0.64007,-0.44004,-0.6135,32
0.21744,1.4733,-0.67885,-0.69579,1.2111,-0.13519,3.7615,-0.14554,0.98404,0.34808,37
-1.9485,1.6737,1.0956,1.1027,1.7865,1.9003,-0.33513,1.6438,-0.97788,1.6053,9
0.95793,1.4189,-0.52651,-0.94347,0.011668,0.47019,-2.7645,-0.95127,-0.14957,1.266,35
1.1158,1.4531,-2.5763,-0.51321,0.28783,-1.3007,-0.099684,2.6532,-0.81841,0.89603,4
-0.22277,-1.0632,-0.061502,-0.31713,-1.304,0.78296,3.0763,1.2805,2.1439,-0.061467,24
0.67222,0.050687,-0.020681,0.1336,0.78686,1.7219,2.6713,-2.0474,1.2679,2.0969,4
-1.7163,0.41769,-0.1134,-1.3509,-2.3162,1.8582,2.957,-0.23601,0.48147,-0.010222,4
-0.87794,-1.088,-0.62675,-2.0653,1.3297,-2.0347,-2.4375,0.080955,0.95776,-0.85025,34
