-41190,9010.7,-17998,-70628,38263,402.95,-2560.9,-11687,1070,-743.15,555.42,-141.03,-106.58,33.151,35.245,-279.53,-226.89,-178.71,11.15,119.81,4
6413.4,553.93,558.54,111.96,-2110.3,423.9,-333.67,366.23,-86.116,-186.37,-22.301,264.09,6.8201,-150.64,-163.41,547.96,-172.8,-39.16,89.209,-3.376,16
7497.9,834.51,397.58,152.45,-1761,71.714,-112.93,30.516,42.163,-198.72,-3.6578,375.5,256.99,-476.1,-28.957,-168.41,-99.249,-28.282,73.176,35.169,37
-1418.3,-1444.3,1681,-152.27,-4654.5,2783.9,-1884,2642.8,-1220.6,72.355,-84.542,-428.52,155.33,107.34,-325.1,402.87,-3.4092,-58.096,-18.707,-60.8,30
10133,2715.5,543.56,42.096,-641.34,-497.62,355.31,-450.45,31.426,43.977,45.65,-362.75,-286.3,245.78,286.77,201.37,75.802,7.3038,-59.491,2.8019,6
5999.7,1829.4,807.18,60.18,-2210.5,218.51,-189.26,363.6,-55.002,39.503,-61.37,8.3915,350.67,252.44,-77.79,424.22,58.121,147.18,22.833,15.043,24
5822.2,1112.4,977.93,-31.487,-2128.3,746.4,-490.44,716.1,-441.85,44.309,6.3709,-342,310,-255.09,210.8,-339.21,105.71,-3.6713,-64.047,-17.182,31
12075,4757.2,795.17,-35.496,241.91,-995.81,808.41,-773.3,187.76,101.93,81.718,-309.06,-507.8,314.93,268,-382.66,-35.155,-64.532,-26.844,388.14,5
6660.6,1410.4,675.51,88.26,-1984.2,142.74,-174.11,202.15,-232.35,19.045,14.235,-389.97,-177.24,242.13,-33.43,205.4,43.847,-41.233,-36.673,-13.043,20
8643.8,2178,591.71,70.158,-1224.5,-256.16,146.04,-193.22,-56.827,28.82,29.97,-372.89,266.04,-216.54,300.19,-200.44,82.169,-35.606,-68.014,-62.674,32
11522,1720.3,27.379,171.39,-298.52,-722.77,477.35,-843.17,375.92,-199.6,34.226,392.67,-543.26,49.785,331.05,213.78,-49.009,57.566,36.166,42.58,19
6398.7,448.24,494.75,139.58,-2150.5,363.69,-316.82,306.33,-62.679,-187.23,-19.118,247.95,-3.206,-129.35,-169.98,557.41,-166.01,-36.557,87.923,-7.1243,7
12290,3635.2,-927.74,691.4,-725.24,-3280.9,1707,-2717.3,1041.4,-107.14,100.09,-468.34,-116.1,262.11,-208.98,169.61,1.3218,-141.69,-30.746,-30.557,32
7319.3,2403.3,773.91,59.769,-1694.4,-147.69,54.38,30.765,-128.08,45.316,25.108,-386.28,-219.67,272.39,-111.6,210.57,26.812,-55.269,-28.924,9.4048,32
10882,3709.6,-478.84,584.3,-1026.4,-2635.6,1373.8,-2081.8,794.66,-65.393,87.924,-484.78,-169.07,284.94,31.12,158.01,-214.83,-172.34,53.544,531.62,32
-18899,5307.6,-25094,-68525,43564,-8088.8,1793.7,-20721,4474.4,-1426.1,857.24,-320.71,439.68,-122.19,35.792,-241.86,-250.79,-113.59,-3.6351,692.2,6
