-0.67348,1.3636,-0.78756,0.19361,-1.0209,-0.82318,-0.62953,-0.31361,-0.63336,0.94251,-0.33901,0.24894,0.058954,0.97031,-0.02815,-0.36797,0.92782,-0.023517,-0.64751,-0.35065,0.47285,1.2461,-0.64777,-0.19157,-2.6821,0.75753,0.27151,-0.35573,0.91366,-0.7946,3
0.64954,0.28502,0.90705,-0.67432,0.14635,-0.013324,-0.85225,0.2223,-0.25964,-1.2163,1.3572,-1.3181,0.5862,0.34493,-0.021963,-0.01186,-0.45001,0.81462,0.56693,0.67454,0.48296,0.11472,0.6903,0.79847,-0.31927,1.4389,-1.193,-0.12138,-1.1846,-1.2858,24
0.94038,-0.43302,-0.47099,1.0084,0.54663,-1.1676,-1.9381,0.53418,-0.75017,-1.3871,0.78043,0.34714,0.59458,0.023465,-1.3573,-0.28928,1.1456,1.4847,-0.53886,0.30942,-1.5259,-0.72874,1.0035,0.0076487,-0.93761,-1.2717,0.26909,1.3914,-0.95232,0.079827,33
-0.36956,0.89483,0.62054,-0.10765,0.48684,0.31366,0.58547,2.0116,-0.52655,-0.57871,0.59916,-0.53521,0.6234,-0.048616,1.4185,-0.54001,-0.84687,-0.14446,0.11448,-0.63583,0.95483,-0.21034,-0.68899,1.5008,-1.1331,-0.18382,-0.29354,0.85397,1.2099,-0.41049,9
0.78655,0.0082229,-0.51686,0.61041,1.2611,-0.54441,-0.2776,-0.40292,1.4797,0.055823,1.6385,0.17183,0.52588,0.011016,-0.78472,0.95128,-0.9581,1.5002,-1.4698,-1.2297,0.5889,0.42111,-0.47248,1.322,-0.306,0.28124,-0.12412,0.27749,-0.83496,0.044379,20
-0.34328,0.25267,0.15349,-0.24831,-0.20506,0.25139,0.043116,0.68442,-0.61916,2.1686,-0.66363,0.080444,-1.4017,0.42669,-1.8421,0.33826,1.641,0.83747,0.081442,-0.38535,1.3534,-0.0099558,0.1595,0.47159,-0.068281,0.4899,0.0075375,0.19286,-1.2761,-0.41574,11
-0.62973,-0.79369,-1.4136,0.59489,-0.5581,0.34781,-2.07,-0.016223,-0.92792,-0.21525,0.2017,-0.52606,-0.50874,-0.56306,0.48668,0.9022,1.4288,0.6444,0.69759,0.078519,-0.67834,-0.4698,-1.7526,0.99144,1.669,-2.14,-0.60823,0.89711,-0.53777,-0.43771,34
1.1701,-0.22914,0.036753,-0.78707,0.10185,-1.4055,1.1659,-0.96955,-0.1832,-1.0046,0.76691,-0.30967,0.1682,0.0074849,1.1973,-0.053699,-1.0453,0.74602,-0.19484,-0.1107,1.7057,-0.034855,-1.0849,0.97079,-0.40937,-0.80509,-1.0864,-0.071523,1.0571,0.1135,37
0.19007,0.17418,0.026004,-0.92141,-0.60013,0.64779,1.6236,-0.3711,0.024957,1.8034,0.61862,0.18196,-0.1963,-0.49517,0.81293,-0.81123,-0.63642,-0.46539,1.2637,0.89976,0.47981,1.675,1.6858,0.5765,0.36316,0.68609,-0.085349,0.24976,-0.053732,-0.17119,34
0.69501,-0.28816,0.98889,-1.2541,0.65733,0.10169,-1.1961,-0.15163,-0.19528,-1.4709,0.70943,-1.7246,0.74207,-0.070681,-0.13694,-0.14605,-0.38792,0.93985,0.3285,0.80054,0.63485,0.18876,0.70884,0.00054014,-0.38509,1.106,-1.1211,-0.75248,-0.98697,-1.6654,23
