0.21761,-3.0713,0.24847,0.14371,0.21356,-0.14098,-0.54824,0.12511,0.44848,-0.015471,2.6948,-1.3081,1
0.36557,-2.8925,0.44084,0.021046,0.17903,0.13405,-0.30058,0.2449,0.36531,-0.40868,2.4348,-0.87521,1
-1.881,-2.1491,-2.0271,-0.93922,-1.4866,-1.3089,-0.082124,-0.9848,-1.8066,-0.42764,-0.57666,1.3064,1
-1.8709,-1.6408,-2.0724,-0.80483,-1.3765,-0.81952,0.15566,-1.0224,-2.0776,-0.01729,-0.19415,1.4383,1
-2.0931,-2.177,-2.085,-0.79058,-1.7033,-1.4373,-0.061526,-1.034,-2.0429,-0.1623,-0.2511,1.1084,1
-2.0689,-1.7171,-2.3938,-0.90891,-1.4441,-1.0979,0.047858,-1.3507,-2.0032,-0.12279,-0.096712,1.4257,1
-2.1043,-2.0926,-2.1338,-0.89522,-1.753,-1.0999,0.0088401,-1.0187,-1.6503,-0.34674,-0.73873,1.222,1
1.8594,0.38233,0.88454,-2.4375,0.93405,-0.2253,1.8695,1.0121,-0.14627,-0.5459,2.3691,1.2432,1
1.6072,0.17698,0.7244,-2.2683,0.96725,-0.18566,1.8265,0.3166,-0.27375,-0.49828,2.4401,1.1337,1
1.8047,0.069212,0.48974,-2.1892,1.2005,-0.26204,2.1888,0.65272,-0.56652,-0.60522,2.4428,1.2738,1
1.7338,0.47315,0.78906,-2.3077,0.9293,-0.032584,1.921,0.85901,-0.54529,-0.62879,2.435,1.0777,1
1.8183,0.20319,0.77648,-2.3655,0.89988,-0.26582,2.2067,0.85443,-0.19177,-0.55723,2.4254,1.0753,1
1.7947,0.15961,0.52373,-2.3295,1.083,-0.22452,2.0026,0.61596,-0.20708,-0.69487,2.2734,0.94668,1
1.6817,0.33632,0.58385,-2.0833,0.86212,-0.20887,1.9311,0.5575,-0.17617,-0.63197,2.2776,1.1763,1
-1.4793,0.074979,0.47814,-0.9579,-1.5613,0.41814,1.1179,-0.7364,0.042557,-2.385,2.0773,-0.69369,1
-1.1568,0.1784,0.75044,-0.83261,-1.4011,0.47543,1.3226,-0.58662,-0.12064,-2.4383,2.1289,-0.99579,1
-1.2435,0.0055349,0.53438,-1.1342,-1.4582,0.24697,1.5828,-0.6778,-0.038641,-2.4554,2.1044,-0.89581,1
-1.437,-0.13905,0.5064,-1.2021,-1.4519,0.66275,1.4977,-0.85151,-0.30323,-2.4042,1.8992,-0.70682,1
-1.0833,-0.043823,0.7439,-0.97011,-1.6693,0.39424,1.2213,-0.75742,0.12593,-2.4031,1.899,-0.775,1
-1.2753,0.17744,0.84805,-1.1163,-1.5241,0.56021,1.4452,-0.56244,-0.20835,-2.4611,2.0339,-0.89985,1
-1.1001,-0.022124,0.37986,-1.0534,-1.5418,0.55605,1.3734,-0.7219,-0.095623,-2.3653,2.4165,-1.0736,1
-1.5928,0.20933,-0.74376,-0.87531,-0.79609,0.064625,-1.7526,0.27138,0.20336,-1.8159,0.15994,2.5838,1
-1.5813,-0.17301,-0.69523,-0.66961,-1.0032,0.29546,-1.5457,0.74641,-0.013371,-1.8431,0.44362,2.8097,1
-1.8072,-0.25446,-0.58819,-0.63774,-1.0424,-0.023094,-1.3803,0.63472,0.08285,-1.5918,0.48771,2.9969,1
-1.4919,0.0046141,-0.532,-0.92263,-0.9621,0.39897,-1.4489,0.62339,0.33915,-1.7367,0.2781,2.7692,1
-1.56,0.11207,-0.75284,-0.53081,-1.1467,0.22277,-1.5326,0.54749,-0.033362,-1.8324,0.57519,2.9737,1
-1.8533,0.10012,-0.75543,-0.80107,-0.94224,0.40197,-1.2562,0.52186,-0.036195,-1.8444,0.49192,2.8854,1
-1.634,0.00029931,-0.69076,-0.85181,-1.1868,0.2359,-1.3012,0.45175,0.005817,-1.8579,0.39996,2.671,1
-1.7207,-0.24601,-0.72726,-1.0707,-1.0678,-0.10076,-1.7135,0.38961,0.15897,-1.855,0.34132,2.8786,1
