10704,1433.2,755.08,-349.91,907.56,-1041.4,-908.34,182.7,-666.59,-367.37,-8.0359,-28.309,-209.11,-513.21,257.17,292.74,-407.99,22.821,-51.135,-165.76,-2.4623,-20.989,102.11,39.22,67.182,31
12278,1449.4,1546.8,-323.82,688.66,-1781,-1544.3,206.46,-1507.7,-749.62,-580.71,31.139,-114.47,546.02,648.24,-44.638,-175.18,45.444,47.242,9.0425,8.168,-55.259,-159.9,-52.07,183.09,24
4767.7,1355.5,-382.59,-390.99,2666.5,282.12,400.69,45.623,923.31,201.11,587.18,5.0128,-424.38,399.03,-283.22,-89.635,-202.69,-89.319,-78.124,-47.683,-17.725,-25.024,21.443,-15.75,204.32,6
5798.9,1369.1,-177.75,-389.48,2365.2,49.361,168.23,78.171,657.21,91.215,482.35,-3.1178,-405.86,71.084,-158.81,-59.467,291.52,-27.942,-42.894,-32.015,6.7681,-339.55,108.05,-59.181,-116.38,31
11069,1439.1,375.47,32.05,631.53,-390.25,-171.99,-177.4,-767.03,-4.9668,-547.93,-18.771,539.18,-286.48,268.67,330.67,-130.88,119.78,101.39,0.79952,26.672,18.057,9.6769,-4.6196,-219.64,13
6067.3,1374.6,-401.32,-358.42,2142.2,253.58,330.27,78.298,818.57,177.23,553.77,-7.2782,-153.52,-536.29,-43.056,125.53,-380,-27.23,-56.34,-133.68,-6.3023,-72.774,145.74,39.183,216.1,10
7574.9,1393.3,36.712,-357.24,1773.6,-210.87,-105.68,107.74,287.47,-22.412,344.31,-8.6448,-154.05,-513.84,33.574,149.17,-385.86,-18.977,-58.359,-138.64,-9.6513,-47.55,111.03,36.974,135.43,18
16427,1500,2937.4,-399.69,-238.62,-3401,-3063.1,313.38,-3208.1,-1336.5,-1015.3,-56.279,-442.34,423.02,305.3,315.1,-341.87,9.8553,-58.805,-75.112,-1.4954,247.51,-21.05,47.908,-238.03,30
9276.2,1414.1,486.42,-365.83,1333.3,-711.4,-587.44,155.83,-258.9,-231.46,143.96,-17.579,-488.91,325.16,146.39,178.03,-27.145,12.997,-49.431,-109.37,2.0408,-180.69,68.531,-28.588,82.815,31
-38903,-408.23,17540,37089,-4262.1,9889.1,20702,34339,-24564,3330.4,590.21,-1219.3,141.35,112.93,-361.37,-466.59,256.8,452.54,303.44,-618.54,568.54,61.619,-90.531,-111.59,77.627,22
1721.4,1317.9,-1301.9,-384.87,3388.8,1294.1,1344.9,-24.302,2048.6,619.23,1029.8,17.835,-429.47,462.83,-303.2,-75.723,-169.18,-73.258,-49.584,-52.447,-17.492,-58.394,-8.3565,-37.957,147.77,31
2730.4,1329.4,-788.92,-411.24,3257.9,756.35,863.34,9.1514,1502.7,402.69,810.46,6.2687,-343.72,-215.04,-405.09,-188.48,411.64,-59.489,-57.241,18.47,-23.094,165.1,-44.407,4.7621,9.1857,29
12747,1457.4,1505.9,-365.82,475.17,-1853,-1652.7,232.85,-1541.5,-701.19,-356.7,-34.638,-209.37,-550.85,342.51,327.8,-292.86,44.494,-40.81,-147.69,-7.5099,67.206,-65.704,-6.1387,-215.51,20
-173.87,1294.2,-1764,-391.4,3896.9,1834.4,1859.2,-59.686,2676.1,835.5,1249.6,38.258,-412.57,439.47,-436.14,-134.39,-302.26,-105.47,-57.374,-27.557,-19.813,181.78,-70.607,6.7191,-186.75,20
10569,1430.8,711.17,-292.53,951.5,-942.22,-789.29,99.664,-703.9,-324.21,-69.314,-24.344,-493.12,423.73,270.74,291.86,-239.41,30.14,-31.802,-122.87,-2.1378,35.732,-11.452,1.9735,38.944,6
8662.2,1409.3,-72.5,-621.25,1237.7,-496.42,-549.81,639.82,829.09,-37.453,559.74,-11.238,340.59,636.17,8.387,189.85,-196.78,74.576,95.364,25.801,49.058,216.59,48.283,-19.332,-170.45,9
15019,1480.4,2815.9,-205.49,313.48,-2990.9,-2540.5,-20.525,-3269.9,-1148.7,-1204.7,-54.351,-348.27,-255.69,55.931,51.257,402.99,-8.4863,-72.728,-35.96,-41.578,198.49,26.027,38.476,90.687,32
7511.5,1392.9,-307.04,-0.21025,1684.2,407.07,611.93,-256.51,197.6,330.72,-154.39,-5.19,593.63,-256.79,-69.289,104.36,-104.36,42.963,85.405,51.601,10.474,7.5948,-31.272,-22.379,-243.22,7
14678,1475.4,2777,-175.5,432.27,-2888.4,-2417,-25.255,-3185.8,-1166,-1386.2,3.2283,22.074,-144.06,441.81,-241.07,411.11,2.5765,-37.145,178.75,2.7607,129.62,-190.24,70.631,131.51,23
2384.6,1328.8,-1682.1,-0.60292,2992.5,1938.2,2062.8,-366.65,1936.9,968.91,483.78,28.004,617.11,-306.39,-266,4.1767,-130.54,24.519,95.238,66.761,10.097,37.44,-23.922,-22.812,-216.96,34
2737.5,1329.5,-794.06,-412.01,3252.6,751,857.14,10.024,1497.8,398.84,814.67,8.7456,-349.37,-216.54,-399.65,-197.12,410.53,-61.278,-58.291,16.552,-25.387,162.65,-53.688,4.8118,12.043,29
5386,1365.4,-708.35,-18.321,2312.8,880.65,1078,-300.05,771.82,520.3,57.588,17.626,597.76,-319.1,-244.44,7.018,-135.11,10.717,72.415,63.319,4.2999,36.013,-9.5275,-9.7157,-208.97,16
23317,491.42,22678,30768,-33788,-17446,-31426,-27814,17885,-6641.6,-1239.3,549.2,374.04,151.65,-276.57,-69.686,-23.999,-377.35,185.98,-610.25,1159.4,111.33,95.832,-157.17,-1.4765,33
4281,1349.1,-669.03,46.781,2786.2,1007.1,1268.6,-552.05,588.47,497.61,136.04,20.106,-442.65,418.11,-193.17,-36.392,-174.74,-80.833,-77.509,-45.517,-39.345,-36.237,5.1461,35.285,211.74,6
-35843,-341.13,18697,-41413,-10552,22435,-43425,12793,-2620.7,-77.284,4168,-1177.9,-35.122,-379.65,-122.43,-142.79,-275.98,-373.34,-257.13,549.34,242.13,-325.56,-26.925,920.13,-12.228,30
8541.8,1403.2,520.83,-323.55,1651,-643.03,-465.7,116.66,-227.3,-259.85,-81.462,33.378,-91.604,171.51,398.56,-235.74,304.95,25.669,48.281,61.675,23.994,-358.15,-78.247,-103.14,-97.956,28
