2.0333,0.23075,-2.0325,-0.41199,-1.1042,-1.4204,0.72728,0.1719,-0.12485,-0.73563,-0.37483,-0.090349,0.093009,-0.26938,-1.4893,-0.87744,16
1.1628,0.30351,0.98377,-0.31265,1.3813,0.94842,1.5949,-0.0029383,-1.6758,-0.50644,2.385,-0.47168,-1.184,0.72382,-0.17457,-0.1304,37
0.43399,-1.8428,-1.0454,-1.0423,-0.7402,-1.0797,0.48488,0.068063,0.80768,-0.80973,0.70075,0.96458,0.88229,0.10378,-0.6084,-1.5623,24
-1.336,-0.95112,-0.38609,-0.34021,-0.3212,0.70348,0.2346,-2.3558,-0.50713,-0.50747,1.256,0.46885,-0.24917,-0.12713,-1.2534,-1.4454,31
-0.039826,0.6606,-0.24397,-3.1766,1.2046,0.41911,-2.9683,0.53017,-0.97363,1.2753,-0.71711,-0.64296,1.4273,-0.2589,0.85189,-0.16679,5
0.65993,-0.67798,-1.5114,1.4372,0.39661,-0.67985,-1.6519,-0.57308,0.59961,1.7304,-1.2029,-0.66281,-0.072585,-1.2135,-1.5824,1.4487,20
-0.21914,0.99051,1.2511,-1.0803,-0.18686,0.79822,1.8135,-0.74753,0.11009,1.2652,0.42676,0.33716,1.4017,-2.0008,1.8509,0.68337,32
-0.84486,-1.3686,-0.76384,0.68959,2.1787,-0.58945,-0.42451,1.5399,-0.28141,1.2769,-1.4359,-0.16594,1.1314,-0.21848,-0.90683,1.2121,19
1.1389,0.56128,0.27414,-0.11685,-0.36816,-1.7383,-0.3731,0.20456,1.6787,-1.4431,-0.68565,-1.9414,-0.24447,-0.038546,-1.4223,-0.90107,7
-0.61573,-0.74925,0.97158,1.5909,-1.6089,-0.68587,-0.70105,0.72236,1.8479,-0.94849,-0.70601,-0.68658,0.18922,-1.646,-1.5709,1.7153,32
0.50559,0.62298,0.56964,0.37138,0.40227,0.13426,0.46061,1.045,-0.3034,0.42795,3.5535,0.61254,0.13627,-0.37938,-0.046262,0.84141,4
1.3743,0.15981,1.0524,-1.5515,0.70847,-1.1266,0.83074,1.578,0.14185,-1.7267,-0.48533,0.32935,0.28825,-0.69112,0.25212,0.090833,35
2.2813,-0.22627,-0.70505,-0.35845,-0.30131,-1.285,0.25244,-1.2539,0.70579,1.4739,0.26718,1.1048,-0.342,-1.4308,-0.66009,-0.0023438,11
-0.3478,-1.7127,-0.96693,0.42519,-1.036,0.87177,2.2117,-1.2029,-1.883,0.83996,0.45861,-0.44419,-0.1343,-0.90508,-1.023,-0.73067,17
0.3174,-1.0503,0.092509,-0.14456,-0.14688,-0.68256,0.093524,-0.83015,-0.65568,-2.4014,-0.63529,-1.5943,1.168,-1.4962,0.12447,-1.2206,10
0.11785,-1.2315,-0.33132,0.31537,0.3668,-0.2647,-1.2727,1.024,1.5394,0.73154,-0.5255,-1.625,-0.25565,-1.9912,-0.78622,0.4917,10
-0.84172,-1.2611,-2.1779,-0.043745,0.47569,0.96648,-0.084276,2.2387,0.95955,-1.5024,-0.68274,-0.41071,-0.30634,-0.35181,-0.44222,1.4295,35
1.8733,0.84861,1.5052,-0.86028,1.5442,-0.72886,1.0208,1.7603,0.30402,-0.40286,-0.11105,0.58506,1.8263,-1.6116,1.064,-0.26203,3
-0.65198,1.2607,-0.034833,-1.4076,0.38852,-1.039,1.519,0.73748,1.4929,-0.97237,1.2443,0.44211,-0.14314,-1.3035,0.61508,-0.074446,23
0.60469,-0.35361,0.46779,-0.015965,1.5787,-0.48536,-1.3225,-0.018619,1.7044,0.031703,-1.7496,-0.40825,0.80107,-0.6093,-0.42084,1.7085,23
0.54679,-0.42342,-0.19319,2.0525,0.081201,0.76982,-0.89968,0.25906,2.36,2.0638,-0.78479,0.15607,-0.43935,1.2224,-1.2209,-0.088347,36
0.50923,0.59024,0.64306,0.37558,0.36658,0.13372,0.47318,1.0227,-0.35401,0.4454,3.516,0.60885,0.15775,-0.40566,-0.084259,0.86937,4
0.92431,-2.199,-1.6571,-0.28838,0.48011,0.95677,-1.4655,-0.52249,-0.47015,-0.66112,-0.93138,-0.75159,0.090453,0.4233,0.59509,-0.30841,36
-1.236,0.64542,-1.139,-0.10094,-0.50932,0.88654,-0.84784,-2.1006,-1.2129,-0.014323,-0.54749,-0.34784,0.50054,1.3266,0.13357,-0.53886,13
-1.2152,0.55581,1.2376,-0.51117,1.3392,-2.1697,0.56734,-0.86811,0.6426,-0.046136,0.73118,-0.19086,0.1241,-1.2671,1.8759,0.17413,23
-0.69531,-0.53853,0.46658,2.0129,0.6511,-1.0766,-1.2136,0.41042,-1.078,1.5397,-0.30107,0.16976,1.4541,-0.86983,-0.85253,0.11035,10
0.051914,0.1541,1.6914,-0.5627,1.0842,-1.8682,0.028786,-1.7314,-0.042778,-0.5621,0.19496,0.56994,-0.21759,1.0426,0.76356,1.0149,32
-0.045242,-0.62781,-0.055712,1.645,1.257,2.1768,-1.1848,-1.3732,-0.072754,1.1023,-0.1527,-1.3192,0.13637,-0.3121,0.16519,-1.0622,26
0.031945,-0.071682,0.33944,-0.52586,1.9842,1.3469,-0.49621,-1.3649,-0.27571,0.49023,3.3497,0.3557,-0.069498,1.2482,0.069891,1.8779,22
1.1106,0.60621,-1.3034,0.96705,-1.9732,-0.40055,0.30409,-0.34312,1.6285,0.6077,-0.39882,1.1297,0.48446,-0.47315,-0.64051,-0.42988,23
-0.66134,-0.36751,0.16564,2.0334,0.34024,-1.059,-0.89286,1.2453,-0.37921,1.4238,0.029816,0.14598,1.6233,-1.0953,-0.99574,-0.36209,26
-1.0404,-1.3356,-1.4342,-0.77429,0.30354,0.70694,-0.19048,2.5323,1.1306,-1.1117,-1.1096,-0.51036,-0.45176,0.16998,-0.72876,1.1122,36
-0.26921,-0.14794,0.1576,2.2402,1.5823,-1.4094,-1.1209,0.81313,-0.78391,0.91065,-0.067631,1.0751,0.8836,-0.43323,-0.58275,0.53764,9
-1.7524,-0.29588,-0.34556,-0.012206,-0.030147,-1.2789,-0.61713,0.76891,-1.6018,-0.64352,-2.011,-1.0869,0.4339,-0.46112,0.2784,-0.44037,14
-1.8853,-0.81312,-1.23,0.22618,-0.11459,-0.14296,-1.5511,1.0101,-0.70508,-1.0103,-0.33712,-0.07234,0.27255,1.2554,2.2156,-1.1605,2
-0.12924,1.0748,2.1941,0.26311,-0.18458,-1.5203,0.62607,-1.8325,0.98102,0.48836,1.0833,0.87855,0.01802,0.054717,0.44356,1.0434,6
-0.6655,0.95156,-0.66398,-0.71684,-0.20606,-1.0826,1.3132,0.13351,1.5108,-0.82185,1.2335,1.2345,-1.3392,-0.40309,0.30119,-0.49386,30
0.5608,0.039752,-0.38018,-0.33095,0.72005,1.3144,0.86266,0.15232,0.8481,0.9977,-0.86364,0.69288,-0.5181,-0.12717,-0.34614,-0.21518,33
-0.58299,-1.5238,1.0493,2.1028,-0.58801,-0.76203,-1.2921,-0.44013,-0.1097,0.45092,-0.059116,-0.99454,0.53273,-0.0068466,-1.9627,-0.54201,3
-2.1749,-0.82751,0.78259,-0.89114,-0.13214,1.2555,-0.84152,-1.908,-0.21622,-0.089863,1.2288,1.047,1.0681,0.013637,-0.99361,-0.6068,35
-1.8826,-1.1583,-0.72151,0.1852,-0.076489,-1.0496,-0.88407,0.31193,-1.3206,-0.69001,-2.3558,-0.91278,0.38597,0.13277,0.43029,-0.24697,9
0.47519,-0.35796,-0.019686,0.3826,-0.90687,0.66719,-0.06448,-0.49733,-1.1924,1.3205,1.3711,-0.58993,-2.2138,0.50312,-0.13653,1.2559,11
0.65429,0.71804,-0.57497,-0.74576,0.60595,0.10561,0.49945,-0.49018,0.59791,0.44949,1.1295,-1.2085,-0.30628,3.0753,-0.85093,-0.71595,14
-0.66152,0.96312,-0.68115,-0.68121,-0.24125,-1.048,1.3193,0.056033,1.5152,-0.77016,1.26,1.3006,-1.3748,-0.3792,0.28425,-0.51861,24
-1.6808,-0.1018,-0.89261,1.4268,0.92702,1.1717,-3.6036,0.33982,0.042048,-0.45393,-2.2383,0.077034,-0.1692,0.60726,0.022142,-1.3258,3
0.40551,-1.7676,-1.4484,-0.63142,1.2557,1.5155,-0.40996,-0.10512,-1.5363,-0.40465,-0.81115,0.89445,-0.43691,0.65474,0.33795,0.066143,28
1.0976,0.61915,-1.3189,0.97052,-1.9209,-0.44092,0.28615,-0.292,1.6684,0.58576,-0.42519,1.158,0.41718,-0.47783,-0.65648,-0.38999,23
1.211,0.14656,0.41167,0.61624,-0.5603,1.3281,2.3093,-1.7047,-0.73524,0.91163,0.27722,-0.31447,-1.0759,-0.51213,0.30875,-1.7509,21
-1.1825,1.1176,1.7531,-0.63474,0.021205,0.35656,0.71521,-0.9414,0.057383,-0.73581,-0.36922,0.17048,-0.58696,0.77589,1.813,-0.76029,32
2.7184,-0.59445,-0.68566,-0.81351,0.6191,-0.84461,0.20757,0.034898,-0.69173,0.033367,0.48837,0.4176,0.20841,-1.8704,-0.22953,0.7803,21
0.44489,0.5269,0.67809,3.0063,1.2062,-0.76784,-0.1107,0.9627,0.010989,0.97455,-0.91219,-1.0046,0.17093,-1.6392,-0.41113,0.25322,26
-0.78711,-1.0036,0.86125,-0.093064,0.80345,-0.59228,-0.20718,0.12871,1.9604,1.1936,-1.6674,-0.25961,0.7477,-1.4583,-0.18616,1.3218,34
2.2615,-0.17947,-0.43356,0.0092041,-0.16816,-0.84481,0.25235,-1.1655,0.74283,1.3887,0.029939,1.6014,-0.67403,-1.187,-0.73836,0.22789,14
0.29779,1.3851,-0.86188,-0.41883,1.5754,-0.51908,-0.90223,0.32799,0.6836,0.83551,0.14235,-0.071847,-0.29584,-1.566,-0.010901,0.16535,23
-1.5071,-0.84038,-1.6867,0.34961,-1.2026,0.11081,-1.7391,0.41483,0.12515,0.043639,-1.8768,0.90102,-0.45618,0.61572,0.53969,0.092835,26
-1.0084,0.19439,0.07969,1.0198,1.0905,0.21176,-1.1628,0.51769,-0.070363,0.85592,2.8436,0.19925,0.43014,0.19901,0.7017,0.45815,33
-0.075488,-0.62846,-0.081524,1.6336,1.2854,2.1719,-1.2036,-1.4168,-0.078799,1.0469,-0.11186,-1.2833,0.094521,-0.30085,0.1813,-1.1291,26
-0.34407,1.9904,2.1231,0.12184,-0.17905,-0.10042,1.0222,0.29209,0.034505,1.2746,-1.0822,0.71806,-0.25795,0.6761,1.2198,0.24312,28
0.42936,0.20411,-0.085793,1.0406,0.030004,-0.14727,1.6501,-2.046,-1.894,1.7214,0.58847,0.62614,-0.45397,-0.50264,0.21733,-0.40064,27
1.1506,0.44706,0.12705,0.24058,-0.036675,1.6128,1.4109,-2.6696,-0.36265,0.64833,1.7321,0.47658,-1.4077,-0.41751,0.73563,-1.3712,5
0.15235,-0.094256,-0.0098191,0.66318,1.7443,-0.14585,-2.061,1.2629,0.56773,0.18991,-2.0805,1.5815,-0.11487,0.7297,-0.47528,-1.9316,8
-0.11982,0.51952,1.3057,1.9582,1.824,-1.5317,0.10862,1.4262,0.30482,0.099212,-0.72786,-0.58149,0.74601,-2.0172,-0.49286,1.4041,6
-0.46847,-0.59552,-1.4663,1.2451,0.2348,1.6925,0.97173,-1.9965,-0.98859,0.13181,0.61174,-1.4566,0.85707,0.27512,0.35946,-1.2451,9
2.1138,1.5225,-0.15044,1.333,-1.3687,0.48338,-0.12031,0.080848,1.5355,-0.49059,-0.23903,-1.9669,-0.97304,0.47719,-1.485,-0.53311,31
2.0673,-2.5223,-0.08556,-0.61414,0.21145,-0.30904,0.98048,-1.5107,-1.8196,1.5328,3.3998,-0.59816,-1.1558,-0.2015,-0.2938,-0.31274,26
0.034136,-1.1259,0.24613,0.028326,0.92006,-0.59456,-0.96806,0.40309,1.832,0.38764,-1.5743,-1.4605,0.28592,-1.7236,-0.48353,0.65037,17
-0.1592,-0.96114,0.9081,1.7916,0.6824,-0.54023,-2.0418,-0.18882,-0.54224,0.3994,-1.0687,-0.81546,1.1398,-0.64058,-1.2497,-0.50755,37
0.51006,0.48318,0.92577,2.9991,-0.00092338,-1.5079,-0.086433,1.8583,0.34444,0.54583,-0.38764,-0.69374,-0.050179,-1.3908,-0.63978,0.37009,15
