-0.85054,0.88184,-0.56518,-0.36096,-0.88929,-0.75866,2.0684,1.9078,-0.65885,-1.175,-1.7678,29
-0.034298,2.6476,-0.16435,2.0771,-1.0346,0.12479,1.7256,-0.67239,-1.2869,1.2232,-0.42664,8
-0.60701,1.0761,1.3134,-0.70088,-0.7504,0.2103,0.94437,-2.5633,0.84226,-0.40577,-2.1101,5
-0.12267,-0.65046,-2.1799,-0.23225,-1.5554,0.5046,3.0104,0.32381,-2.2156,0.10169,0.65224,30
2.071,-0.38731,-0.17173,0.68747,-1.7371,1.4712,-0.96089,-0.067616,-0.52752,0.017973,-1.9571,21
0.2193,0.045754,1.8771,-2.5409,0.73071,-1.0765,-0.47992,-1.1809,-1.6691,0.29876,-0.62153,33
-0.48865,-0.084246,-0.52501,-0.88334,-2.4509,1.7756,1.0813,-1.3579,-0.62968,-3.9251,-1.3758,1
-1.6761,2.2382,-0.70426,1.1406,-1.6758,0.9084,-1.1611,0.64368,-0.34854,1.5929,-0.066057,31
-0.5499,1.5473,1.6129,-0.50241,-0.43009,0.39894,2.2499,1.186,2.678,0.55067,1.4527,20
-1.1854,0.75451,-0.5251,1.3094,1.8626,1.9358,-0.91713,0.25938,-1.5538,0.93249,1.8468,6
0.37557,0.0669,1.953,2.6417,-0.72161,-1.7127,0.61786,1.4181,0.911,-0.66836,-1.0197,31
0.20592,0.28212,-1.137,0.16423,-2.2013,0.36519,-1.4383,-0.95553,-1.4829,-2.0797,0.51037,1
-0.61681,0.96866,0.69157,-0.96578,0.4579,-0.86711,1.9129,1.9187,0.91177,0.32406,2.9308,34
1.2168,-1.5498,0.55603,-1.7956,-0.67572,-0.14595,-0.46122,-1.6732,1.5209,-0.59595,2.3309,5
-0.86543,-0.70763,-0.95687,-2.214,0.38742,0.34499,2.9162,0.51005,0.053346,-1.1685,-1.5364,3
-2.5283,1.8748,0.57636,0.6293,-0.21396,1.6554,-2.2546,3.1625,-0.93057,0.90365,1.4885,33
1.6477,1.3852,-1.2698,-0.47108,0.74609,0.23013,-0.16479,-1.6102,-1.5037,1.6924,1.1214,24
-0.30566,0.21844,1.165,1.5675,1.6226,-0.61059,1.0457,1.1856,-1.3029,1.9919,0.58073,13
-0.75035,-0.76326,-0.14754,1.5567,-1.13,-0.68796,-1.0101,0.32531,-1.2174,1.8547,-2.705,16
-0.99409,1.6897,-1.156,0.75692,-0.025536,0.11243,-1.4847,0.61211,2.5651,1.6101,-0.0055408,16
-1.5286,-1.2934,-0.91171,-1.6616,0.56936,-0.33269,2.2533,0.4272,0.82755,-0.95448,-1.5053,5
-0.72526,-0.96614,-1.1648,0.84955,-0.082273,-1.6878,-0.37547,-0.66062,-1.9349,-1.3194,-1.4295,10
-0.60772,-1.2927,-1.8524,-0.40301,-2.3848,0.22722,0.85771,1.22,0.38169,0.33443,0.11117,37
-1.1452,-2.0919,-0.2681,1.1441,-1.2788,-3.4818,2.134,-0.20778,-1.6771,-0.00046587,-1.6647,19
-0.82724,-1.506,-1.7656,-0.65298,-1.1023,0.21962,-1.3152,0.64953,-0.96199,-0.6949,-2.5171,16
0.47125,-3.3051,0.73009,2.5027,0.38285,-0.21979,0.72385,-0.61412,0.88245,-2.379,-0.076735,4
-0.23848,-1.2928,-1.157,1.7494,-0.20946,-1.5699,-0.076042,0.03951,-2.0625,-1.2292,-1.9509,2
-0.38769,0.58611,-0.031581,-0.59183,0.57078,-0.905,2.4354,-0.0065767,-1.4269,-0.90427,-2.6746,4
-1.3877,-1.9685,0.55455,-0.2495,-0.11502,-1.8877,1.5704,0.79373,-2.0539,-0.54715,-1.0041,5
0.3665,0.13766,0.016892,0.95381,-1.5536,0.28976,-0.97525,-1.4863,-1.8814,-2.2959,0.84141,34
-1.8899,-0.31867,-0.42192,2.307,-1.1754,-1.9126,0.68721,1.6665,-0.90357,-0.11865,-0.82034,26
-2.2005,1.2341,2.1097,0.68052,-1.5674,-0.31174,0.52479,-1.0655,0.94132,1.0592,0.70649,31
1.9783,-0.84385,-0.23973,-0.71463,1.628,1.9377,-1.8871,0.28071,0.77739,-1.7559,1.044,37
-0.64679,-1.3446,-1.847,-0.15695,-0.93973,0.10827,-0.7167,1.8919,-1.1624,-1.0013,-1.3535,7
-2.153,1.5548,-0.92055,-0.10774,1.1931,0.51735,-1.0278,1.937,0.85849,0.51436,1.0973,10
-0.18271,2.3667,-1.0883,-1.6104,-0.90837,1.1625,-1.8102,1.6995,0.37574,1.0417,-0.29183,6
-1.5097,-1.9024,0.58454,-0.25392,-0.12226,-1.8768,1.5971,0.77774,-2.0044,-0.57952,-0.963,5
-2.225,1.3229,-1.1913,0.79977,-1.4798,0.04426,-0.93868,2.1229,0.30509,0.64623,0.10826,16
-0.72452,1.3918,1.8816,-0.55645,-0.54075,0.98639,1.5307,1.7398,2.4547,-0.032283,1.0621,22
-1.9861,1.7843,1.651,0.21388,-0.28138,-0.76904,-1.5643,1.3319,-0.48288,0.38977,0.52501,11
1.4205,1.6602,1.2392,0.68797,-0.99194,1.1588,1.5113,-1.2631,1.5685,-0.19375,-1.3172,35
-3.0786,-0.097935,2.3632,0.15113,-0.87975,1.1645,0.99438,0.57185,-0.024003,0.36551,0.58377,4
0.41258,-0.59642,-0.42955,0.26232,2.2245,1.0364,-2.5661,-1.4979,1.5445,-1.3368,-0.72908,15
0.42534,1.4769,-0.76656,1.8281,-0.2369,2.5757,1.652,-0.11979,-0.97504,0.41262,0.84327,19
1.1445,-0.11519,-0.48663,-1.0877,1.6019,-0.69181,0.40866,0.66299,-0.98716,3.4059,0.72847,23
0.57893,3.2221,-0.15167,0.074301,0.47886,0.30912,0.19166,1.2969,1.4973,0.66889,1.3399,24
-0.27367,-1.0229,0.076744,0.10382,-1.3608,0.33381,1.6806,-2.0399,-0.45805,-3.1229,-0.89848,1
0.20027,-0.96714,-2.4038,0.84761,-0.3612,-0.95589,-0.43929,0.80119,-1.948,-1.5672,0.73894,9
0.18903,0.66864,1.0652,0.638,-0.64363,-1.1141,1.6176,0.80134,2.4804,-0.97926,-2.0005,5
-1.025,0.10167,-1.9361,0.36974,-0.4664,-1.7679,2.4945,0.033412,-0.43651,0.87955,-0.82286,30
-0.36919,-0.4531,-0.55975,-0.85833,-2.9324,0.90774,-1.504,0.055112,-0.45551,-1.5878,-0.037036,11
0.31093,-2.3211,0.78711,-1.8408,-0.27957,-0.37215,-0.27822,-0.98186,2.1172,-0.0047908,2.1412,5
2.6543,0.95759,-0.92489,0.24022,0.29244,0.84658,-1.1057,-1.2695,0.0064701,1.7932,1.551,24
2.6572,0.61744,0.87512,0.19569,0.89333,0.22345,1.4756,-1.2906,-0.27633,1.9937,2.4114,22
-0.27459,-0.81723,-0.28421,-1.5385,1.2272,-0.78691,-1.9632,-2.4712,0.87204,-1.3749,0.19589,29
-0.32953,0.58192,-0.32274,-1.1142,0.014138,1.167,2.6616,1.6711,1.2411,-0.26687,1.4028,22
-1.4064,2.0114,-0.38635,-1.028,0.15034,1.8653,-0.2722,0.62798,0.62089,2.447,-0.6868,6
-1.1229,1.1325,-0.26322,1.0617,0.018343,0.032628,-2.1567,1.2948,1.998,1.4931,-0.06989,21
-1.3826,1.4176,-0.73589,-0.981,-0.066968,1.3887,-0.027485,1.1701,1.0381,2.3554,-0.85704,26
-0.77653,0.48454,-2.6831,-1.2967,-0.025448,0.84009,1.1238,-0.017852,-1.3948,0.17753,-1.3969,37
-2.152,1.5443,-0.92588,-0.098141,1.2023,0.505,-1.026,1.9335,0.85025,0.50371,1.0818,10
0.76589,1.2893,-0.063406,2.1191,-0.29995,1.888,1.8698,-1.1272,-1.659,0.87435,0.58664,3
0.40749,1.3279,-0.55289,-0.78531,0.86783,-0.48726,-1.5317,-1.1487,2.3943,-1.6282,0.52211,29
0.38795,0.36728,2.0579,1.8876,2.4333,-0.81552,1.4531,1.2189,-1.0637,0.73057,0.20164,3
-1.3577,1.4086,-0.73488,-0.98546,-0.032948,1.3601,-0.0060097,1.1899,1.0773,2.3377,-0.85163,26
-0.11633,0.13751,1.3627,0.13837,-0.092919,-1.2203,2.326,1.517,2.457,-0.70698,-1.6572,33
0.058968,0.060194,-0.045647,0.73999,-2.2078,-0.66913,0.30334,0.64665,0.41325,2.206,-1.9281,33
0.64135,-1.561,-1.9414,0.65249,-0.10711,0.33089,-2.6242,-0.42053,-1.2206,0.75947,0.81636,3
-1.8212,0.91579,-0.11935,1.3265,-1.8219,0.57279,-1.1975,1.8043,0.24781,0.61719,-0.44355,31
1.2864,-1.2894,-0.60814,-0.29207,1.958,1.2632,-1.2745,1.4432,0.29827,-2.174,0.86129,19
-1.5622,-1.261,-1.4682,-0.23306,-0.70139,-1.7848,0.62668,1.2507,0.17541,0.69719,-2.8453,23
-0.27158,0.14794,-2.1588,-0.17687,2.8631,-1.1812,1.3096,-0.24527,-0.17003,1.4036,0.35294,3
0.21847,0.47476,1.9094,2.2494,2.5405,-0.91385,1.3042,1.1176,-0.98562,0.69404,-0.092632,8
-0.16394,0.52677,1.0212,-0.071671,2.1712,2.0578,0.021199,-1.7281,0.42022,-1.7805,0.23807,5
0.74287,-1.6791,0.48313,1.1506,1.5389,-0.034163,-1.5337,1.8256,1.9827,-0.50339,1.3787,5
0.4741,0.95909,0.54907,1.4919,2.3772,0.056707,-1.268,1.986,-1.9353,0.96397,0.10011,3
-0.075414,-1.6002,-0.14712,-0.31937,-0.64973,0.99532,-1.8451,-0.40072,3.0423,-0.89617,0.94848,37
-0.034776,-0.93876,2.4245,-2.4136,-0.4964,0.52749,-0.24061,0.31502,-1.8541,0.5206,-0.52322,8
0.36526,1.1397,1.7483,-1.3427,-0.78788,-0.32334,-0.55237,0.29548,0.95753,-0.11515,-0.23853,23
-0.32797,-1.2163,-1.2617,1.0465,-0.6832,-2.4803,-0.42242,2.232,0.51918,-1.0379,-0.31418,35
0.78892,-0.49235,2.314,0.81356,1.9387,0.05676,-1.5094,-1.9757,0.7199,1.0659,2.0183,31
-0.25393,1.3295,1.2238,2.8811,0.8749,-1.0994,0.34947,0.4347,-0.079944,0.73886,2.3425,32
1.0583,-0.94517,0.20739,-1.4617,-1.0449,0.55692,-1.7222,0.75991,1.851,-0.17271,2.1409,26
0.222,-1.067,-0.52734,0.44268,0.16486,1.5517,-0.29233,-2.1376,1.2072,1.143,0.075572,29
-0.014277,0.43314,-1.993,1.1024,3.2086,-0.013037,-0.51429,-1.5724,0.20637,1.1545,1.675,8
2.7708,-0.22154,-0.48398,1.8405,-1.6882,0.60568,-0.3929,0.13601,-2.0623,-0.25425,-0.42908,4
1.6924,0.057087,1.1114,-1.8018,1.1129,-1.8065,1.9352,1.4232,1.1116,0.70199,-0.34634,37
0.20315,1.0267,1.5124,-3.4619,0.39997,-0.89612,0.15038,1.6167,-1.1349,-0.41186,1.0416,15
-1.6681,2.2463,-0.70062,1.1351,-1.6669,0.9253,-1.1562,0.63212,-0.34919,1.5929,-0.062913,31
0.68637,0.14774,-2.5305,-1.7049,-1.3828,-0.45241,1.0552,1.0008,-0.53564,-0.65184,-0.37142,10
-0.33823,-2.2341,-0.26042,-0.080854,-2.0221,-0.2116,2.4528,-0.063898,-1.1145,0.5367,-1.6728,8
0.59329,0.98103,0.16685,1.0733,0.084193,1.9993,-0.82677,-1.539,-1.3796,-0.36166,-2.2446,24
0.51044,0.15796,1.7972,-0.20189,-0.0046235,-0.99458,1.9636,0.96052,2.6905,-0.47303,-1.3664,33
-2.79,0.078246,0.1015,2.5387,1.3455,0.42983,-1.2235,0.59405,-1.4683,-0.53707,2.1765,8
0.11561,-0.044114,-0.63482,-0.9705,0.44518,0.2898,1.9361,1.9195,-2.4323,0.41782,0.37067,33
-2.095,1.4108,0.00075558,0.82263,-0.96015,1.1398,-2.363,-0.25092,0.057936,0.11889,-0.36578,12
-0.31462,0.2232,1.1388,1.5846,1.6192,-0.62822,1.0358,1.1734,-1.2997,2.0036,0.55967,13
-0.73615,0.9092,2.0509,0.7405,0.081154,0.50148,1.2608,-0.016912,2.4609,0.67359,2.0005,15
2.6406,0.9542,-0.94001,0.21883,0.27398,0.8665,-1.0861,-1.2954,-0.013139,1.7879,1.5495,24
-0.41982,-1.143,2.8085,0.68895,1.1111,-2.064,-0.39482,1.9587,-0.16137,0.016993,-1.0757,5
-0.18045,2.4515,-0.27347,-1.081,1.6871,-0.73213,0.13414,-0.79851,-0.41983,0.12761,3.0668,3
1.1875,-0.15474,-0.44148,-1.1436,1.5136,-0.72515,0.33014,0.66239,-0.86225,3.4055,0.55695,23
-2.7928,1.172,1.2116,0.10294,-1.484,-0.1873,1.5169,-0.25222,1.0415,0.57713,0.94501,32
1.3563,-1.2622,-0.94329,-1.0242,1.0317,-0.096841,0.82229,-0.2352,-1.1623,2.5871,0.80492,29
1.0124,-1.5852,-0.83406,-0.45002,1.7998,1.4218,-1.2962,1.1225,0.17413,-2.1115,1.278,19
-1.813,0.98373,-0.11897,1.3374,-1.8666,0.58145,-1.2398,1.6935,0.23221,0.60467,-0.46701,31
0.74366,-2.0823,0.85841,-0.48975,-2.5768,0.38861,0.55066,-1.469,-0.39423,-1.4239,0.1844,19
0.62498,-0.56863,0.43314,-0.93044,1.5322,-0.1271,-4.266,-0.19494,1.4734,-1.9762,0.71898,6
0.57862,1.6708,0.034973,-0.5796,2.0325,0.0080512,-0.59577,-2.1144,1.868,-1.6124,0.13554,8
-2.3127,-0.18787,-0.25547,-0.52121,-1.2537,-0.67512,2.1571,2.1014,-0.7868,-0.99889,-1.1146,35
-0.19297,-1.8447,0.52434,0.62662,-0.73552,-3.1543,1.8577,-0.18486,-0.37763,-1.0758,-0.81206,32
-1.9183,0.10256,1.131,0.79561,0.21122,1.7803,-1.3629,2.0458,0.30299,1.1407,-0.53267,29
-0.14262,0.54208,1.0344,-0.00011771,2.1285,2.0525,0.0057014,-1.6942,0.45483,-1.7675,0.24678,5
2.6294,-0.26051,-0.46123,1.5897,-1.4767,0.69143,0.016573,0.02784,-2.2521,-0.069308,-0.76622,4
1.2677,-0.88077,0.25673,-0.46137,0.43049,-0.13721,1.7535,1.2233,-0.014267,1.6031,-2.3648,19
0.36519,-0.70299,-0.24223,-1.1429,1.495,-0.22344,-4.3699,-0.15704,1.0931,-1.6344,0.68786,6
-1.5122,0.24434,1.9318,1.2347,-0.026257,1.1983,1.057,0.88598,2.2126,0.20186,1.4491,10
-2.2542,1.4872,0.59218,-1.2776,-1.7388,0.41435,-0.99166,0.74052,1.727,0.8398,0.57228,15
1.0263,-1.594,-0.72321,2.188,-0.13884,-0.82586,-0.33966,-1.241,1.1188,-1.116,-1.1067,4
0.13805,-1.2313,1.7822,-1.0935,-0.007946,-1.5723,-1.1983,-0.61735,2.0066,-1.1359,1.609,37
-0.8046,-0.14216,-1.4395,2.2071,-0.3865,-0.63614,-1.9406,0.9834,-1.5905,-1.6659,-1.0689,25
-0.95399,-1.676,-0.58473,-0.022045,-0.6529,0.98116,-2.4527,-0.41049,2.0018,-0.94647,1.4554,37
-0.70534,-0.9332,-1.2072,0.77777,-0.060916,-1.6817,-0.39474,-0.70887,-1.9281,-1.2956,-1.3958,10
1.2983,-0.16744,0.022994,1.044,-0.16342,-1.0813,2.0672,2.0905,0.72224,0.39376,-2.6767,17
-0.87591,0.89837,-0.55516,-0.33792,-0.81385,-0.7401,2.033,1.8866,-0.70805,-1.1877,-1.8236,29
2.756,0.63685,-0.72089,0.76207,0.83503,0.14739,-1.0697,-0.19211,0.69449,1.9519,1.8554,4
1.2866,0.11143,0.46057,-1.421,0.60301,-2.203,2.1307,0.36024,1.1122,0.9012,-0.4709,4
0.25373,-0.17903,2.4515,0.38982,0.92291,0.3965,-2.9713,-0.50734,-0.22413,0.33208,-0.1094,2
1.4505,0.8465,-0.091412,-1.6016,-0.13549,0.65936,-0.13166,-2.1275,0.0082447,-0.50842,-2.5474,37
-2.797,0.14269,1.0465,1.0956,1.4536,2.0506,-2.0242,1.2606,0.65954,0.42851,-0.4869,33
-1.3384,-1.5862,1.51,-0.53724,-0.80497,0.60674,-0.35916,-0.89577,-1.6196,1.7898,-0.74789,1
-0.69219,-0.9944,1.3055,-0.70687,1.0805,1.972,0.98772,0.57383,-0.59496,0.42339,0.96905,16
-1.8753,0.081741,1.0623,0.87833,0.070226,1.6557,-1.2819,2.1509,0.28227,1.148,-0.51038,11
-0.14957,-0.7225,-1.0013,-0.97324,0.24071,-0.26499,-0.48793,-1.1306,0.96101,-2.228,2.3187,32
-0.19456,-0.25764,-0.013075,-1.6531,0.81453,-1.0224,-0.775,0.12285,-0.090622,0.73867,1.0855,33
-2.7897,0.64703,-1.3449,2.904,0.50548,-0.086654,-1.8029,1.598,0.32529,1.1581,-0.4249,21
-0.75306,0.47868,-2.6669,-1.3023,-0.018482,0.82965,1.1058,-0.016281,-1.4165,0.198,-1.4234,37
0.65409,1.88,0.54737,0.56329,0.26864,0.49469,1.0492,-2.9122,-0.81681,-0.26882,-2.5183,17
-2.7042,0.6828,-0.67606,2.9089,-0.33091,-0.11628,0.47872,-0.05174,-0.088371,-0.79415,1.6145,23
-1.3946,-1.674,-1.1052,1.3091,0.061954,-1.4953,-0.79283,-0.28196,-1.7623,-1.1411,-1.203,32
-1.159,-1.0338,-1.5403,0.18881,-0.94011,0.092016,-0.89338,1.718,-1.4773,-0.96709,-1.4209,5
0.807,-0.50266,-2.2198,-1.8996,-0.74029,-1.0668,1.3797,-0.12068,-0.76057,-0.094257,-0.41154,30
-2.1118,1.6591,-0.14091,0.38191,-0.46687,1.4799,-2.2369,-0.56082,-0.17439,0.60913,-0.13796,31
-2.244,1.2159,2.0194,0.63908,-1.6551,-0.3262,0.51629,-1.0117,0.97811,1.0468,0.71932,31
1.068,-1.5085,-0.22174,-0.74214,-0.11017,0.4533,-2.2093,-0.58654,2.8903,-0.59756,1.0309,37
-0.72805,2.4416,0.39421,-0.17066,1.033,-0.17741,3.4084,0.6497,0.70109,2.8813,0.79763,20
-0.32786,-0.71927,-1.2863,0.35538,2.6626,0.63254,-1.7533,-0.63566,0.58527,-1.3158,-0.69534,29
-0.3835,1.9045,-0.24998,-1.3492,2.1852,-0.3071,-0.16899,-0.1714,-0.49802,0.41242,3.3294,11
0.48895,0.07649,-0.11042,-1.6369,-0.1454,-0.73236,-2.6164,-1.8458,0.46101,-1.2299,1.4029,32
0.2916,2.2504,-0.70843,0.19052,-0.88238,-0.55841,0.38673,2.1535,1.5904,1.2251,0.59111,31
1.6945,1.1345,0.45732,-0.47061,0.01831,1.4675,-0.52223,-1.6244,2.6603,-2.1969,-1.6715,36
0.73103,3.0997,0.30258,0.1949,-0.76233,1.2358,0.11074,0.90813,1.2327,1.4182,0.67414,32
1.3774,-0.9263,-1.2916,1.5956,0.51059,-0.83059,-0.7619,-1.3318,1.9991,-1.1225,-0.59815,10
-0.33579,0.16511,-1.4749,-1.5738,2.7466,0.31135,0.3788,-0.55107,1.6222,1.7736,-0.118,22
-1.5053,-0.062372,0.10873,-0.75182,-3.1794,0.42676,0.27962,-1.6769,-1.0478,-1.0205,1.0502,33
0.73281,3.1125,0.30398,0.20521,-0.71393,1.231,0.097393,0.9198,1.2302,1.3838,0.71193,32
1.205,-0.82578,-1.3313,-1.0827,-0.50146,0.21747,-2.3342,0.098248,2.0454,0.026437,1.8638,37
0.095963,1.33,-0.21494,2.248,1.3025,-1.3581,0.37539,0.70647,-1.3833,1.9745,0.26647,32
-1.723,0.92034,-0.72312,0.65427,-0.20351,0.37968,-2.3828,1.1123,2.0407,1.6354,-0.70426,16
-0.54872,3.0232,0.074052,1.6431,-1.0923,0.25253,1.8532,-0.65505,-1.1659,1.1669,-0.30086,3
-0.82926,0.20908,1.6546,0.47884,-0.47582,-1.0797,2.3027,1.5251,2.3254,-0.48935,-1.6067,16
-0.81091,0.52825,-2.6941,-1.242,-0.015522,0.83988,1.1741,-0.052769,-1.3605,0.10822,-1.3945,37
0.36593,-0.96719,1.8402,-2.7189,0.31099,0.91729,-1.2249,-0.074441,-1.483,0.94321,0.53656,2
-0.33054,-0.94352,1.3946,-0.76304,-1.7968,1.006,1.3618,-1.0171,0.82699,-1.5685,0.20071,29
0.96646,1.5894,1.3453,0.81454,-2.326,-0.71532,-0.44052,0.38987,-0.77106,-0.12539,-2.5837,5
1.148,0.10508,-0.62411,-0.57734,1.3743,1.9715,-2.4551,-1.3188,0.72564,-1.1367,0.81497,34
0.30773,-1.4172,1.9496,-1.0391,-0.23484,-0.47622,-1.0136,-0.065065,2.0996,-1.0315,1.6762,5
-3.206,-0.37867,-0.16602,0.4658,-0.054539,1.6019,-1.3994,1.5388,1.0933,0.016006,-1.462,33
1.6747,0.41752,-0.38284,1.0987,-1.5499,1.6958,-1.1579,-0.098979,-0.5424,-0.01943,-1.8547,29
-2.2876,1.431,-1.5571,0.23592,-0.11087,-0.037202,-0.97686,2.1967,0.52447,0.46108,0.66763,21
-0.88231,-0.32155,1.8107,-2.9188,0.69297,0.96155,0.9064,1.1109,-0.5608,1.2064,0.74751,1
0.22707,-0.91925,-0.25078,1.0474,-0.40895,-1.4505,-0.31801,-2.118,2.0571,0.2151,-0.53371,5
-1.843,0.39631,0.65636,-1.6253,-0.59632,1.2497,1.7882,-2.1193,-0.34207,-1.8347,0.86473,3
-1.3464,-0.7503,1.0546,-0.24743,-0.7779,1.1999,-0.48084,-1.8262,-1.3741,-1.8739,-0.84054,24
0.22002,0.26938,2.2311,1.5523,-0.69395,-1.9111,1.2943,1.7494,1.1139,-1.0984,-1.0874,14
-0.092626,-0.71059,1.1079,1.6559,-0.42964,1.6948,0.98992,-0.47733,0.099868,-0.90548,-2.2108,3
-2.2277,1.501,-0.85666,-0.28637,1.2596,0.60673,-1.0001,1.9475,0.87894,0.68102,1.0979,10
-2.3167,0.85427,2.4706,0.64379,-1.5486,0.18088,0.73287,-0.60508,0.57226,0.91028,0.39162,21
0.35013,1.7843,0.26378,0.47865,0.59519,0.78617,0.98338,-3.1324,-0.62439,-0.21617,-2.3757,17
0.41058,-1.2491,0.11246,0.45292,1.8832,-1.2686,-2.0198,1.1084,1.2832,-0.86053,1.0627,37
-2.0881,1.6445,-0.11808,0.46567,-0.56487,1.4257,-2.2627,-0.52494,-0.13106,0.53378,-0.17775,31
1.2008,-0.93517,-1.4723,-0.57875,2.1179,1.0509,-1.9632,-0.8219,1.0123,-1.1422,-0.25638,37
-0.0014383,-2.4562,-2.5616,2.7013,-0.52416,-0.45247,0.5352,1.2779,-0.55537,-2.209,0.35178,7
-0.28234,0.50113,-0.25637,-1.2512,-0.24763,1.0493,2.7538,1.7406,1.206,-0.12079,1.3442,22
0.60274,1.1711,0.001647,1.0282,0.039739,2.1062,-0.63312,-1.3631,-1.1524,-0.7697,-2.3091,24
0.55313,-0.20176,1.017,0.79203,-0.73436,-0.61537,-0.36144,1.4811,0.12254,0.18843,0.96727,26
0.93886,-2.3298,-1.7087,0.64901,1.0388,-0.57706,-1.825,1.4918,1.6872,-0.44347,1.7871,37
-0.26915,-0.24528,0.01004,-0.49171,-2.1335,-1.0725,2.9428,1.2516,-0.13049,-0.69039,-0.73264,11
1.5072,-0.99539,-1.2326,-0.68631,2.0183,1.4328,-1.9634,-0.51234,0.83666,-1.2534,0.040618,37
-0.70933,-1.2216,-0.54598,-1.488,-0.80104,2.2698,0.031999,-1.5681,-0.39381,-2.1419,1.2511,33
-2.3627,0.4138,1.7841,0.79597,0.13103,1.9212,-0.14844,-0.85091,2.2867,0.86566,1.4721,21
0.060409,2.3588,-0.31236,2.5829,-1.4031,-0.20799,1.8889,-0.04637,-0.64289,0.67171,-0.083235,3
0.70081,-0.35839,-0.45351,0.43546,2.1608,0.84243,-2.7267,-1.6766,1.2271,-1.4077,-0.76101,15
-0.050709,0.75195,-0.05846,-1.2817,1.2737,0.89247,-2.4057,-0.71196,-0.18309,-1.5889,1.8316,6
0.13264,-0.2151,-1.0524,-0.57769,2.751,0.77694,-2.2124,0.2083,-0.079333,-1.9324,-1.7736,29
-0.16292,0.92305,0.40292,2.9305,2.4856,-1.6029,1.6676,1.7826,0.91286,2.325,-1.1204,17
0.3586,2.0679,0.85003,-0.52615,0.35709,-0.26192,1.238,-2.805,0.64334,-0.2913,-1.4592,33
0.82458,-0.50168,-2.2162,-1.8924,-0.72925,-1.0707,1.3927,-0.16678,-0.7779,-0.092151,-0.44342,30
-0.88637,-0.58694,-0.43463,-1.8632,-1.5561,-0.89111,3.1623,2.0333,0.60407,0.58179,-2.4906,5
-1.3716,1.53,-0.93669,0.25361,-0.90972,1.5247,0.98286,1.2599,2.258,1.3858,1.8623,2
-2.3824,0.26826,0.75465,-1.1481,-0.42114,1.307,0.78008,-2.2602,-1.2313,-2.0754,0.50669,16
-0.042749,0.75408,-0.053941,-1.2758,1.2697,0.90139,-2.4059,-0.70111,-0.18183,-1.5861,1.8346,6
2.7702,-0.506,0.77769,1.4173,-2.5893,-0.47353,-0.66301,-0.085178,-1.8626,0.10253,-0.78444,25
-0.2647,-0.37879,2.314,0.22802,1.0198,0.066684,-2.9999,-0.86711,-0.23283,0.42802,-0.30041,32
0.49213,0.61706,1.2863,0.17358,-0.15107,-1.2155,1.7164,0.65874,2.5545,-0.90373,-1.995,29
-0.21124,-2.2536,0.31635,0.28826,-0.55108,-2.7303,1.7546,-0.56193,-0.94529,-0.84336,-1.0637,19
-2.3172,1.6191,-1.8562,-0.021598,-0.70834,0.30054,-0.54204,1.4188,0.13424,1.6617,-0.13276,32
-1.5623,-1.7002,-0.64888,-1.5455,0.32832,-1.2567,1.7491,0.44766,1.2632,-1.3554,-1.2648,20
