14010,2104.3,-360.6,-512.12,1507.4,299.8,676.97,1518.5,173.42,-839.65,60.072,-401.18,-229.19,98.845,602.55,267.93,-77.644,-15.351,148.64,-11.476,3
7027.3,310.34,-919.22,-2186.5,-419.51,-146.62,-171.98,-399.34,-6.5555,197.94,-25.12,-90.451,155.73,-529.78,139.33,91.116,16.328,14.449,-95.818,22.546,24
12146,1223.2,-599.6,-721.42,718.11,-89.15,371.15,331.41,36.348,-215.07,39.761,-560.63,-41.314,78.576,393.48,166.83,-93.917,-15.387,121.36,-174.2,33
4896.3,-1073.4,-638.3,-2295.4,-2239.7,-103.67,-1177.8,-901.24,-599.19,339.83,0.67606,-278.81,-368.75,-325.16,-114.41,502.33,13.05,-9.3993,84.787,-62.913,9
11565,1561.3,-797.22,-1117.7,1196.7,-19.345,640.5,498.06,274.66,-20.598,11.617,-151.88,768.3,249.22,137.77,-141.91,44.801,-6.6889,-54.674,-11.793,20
13021,2543.5,-1208.2,-995.45,2853.1,-390.11,1630.5,191.64,694.38,179.85,0.07991,360.48,136.13,269.43,436.7,163.52,67.835,-90.099,154.79,178.09,11
35550,14888,-2659.1,1091.3,18834,-138.6,10029,6382,4073.1,-2872.6,83.981,-696.76,-86.563,-343.3,-618.57,-173.43,46.331,19.902,-81.001,192.87,34
4268.8,-1380.4,-634.23,-2371.9,-2601.2,-131.67,-1358.4,-1099.8,-654.49,454.53,0.54245,-294.89,-324.41,-346.3,-117.74,491.17,10.043,-10.712,90.687,38.659,37
10518,724.72,-447.75,-1115.6,-117.01,112.92,-127.49,456.42,-169.89,-290.4,32.941,-49.856,-533.99,303.76,-46.572,-199.8,-118.6,15.5,129.2,-179.62,34
7324,409.41,-919.45,-2124.9,-288.8,-152.9,-100.83,-351.98,30.448,151.85,-32.822,-93.597,160.58,-514.65,164.96,80.068,7.5335,16.336,-91.661,19.1,23
8956,906.24,-858,-1769.6,298.26,-86.732,186.14,33.485,139.71,-1.6639,-21.571,328.76,-256.51,-146.51,159.52,-275.66,-32.914,24.919,-90.963,269.06,24
11770,1630.6,-790.69,-1086.1,1304.4,-7.0246,693.31,567.8,300.65,-51.701,17.764,476.32,36.928,411.38,228.55,-63.224,41.825,-20.777,-33.592,170.06,11
8733.3,685.45,-898.38,-1738,172.81,-119.01,133,-153.98,70.898,290.27,-3.3158,233.85,223.45,-70.291,242.86,477.44,138.2,-37.04,-50.193,39.274,32
7480.4,-253.63,-541.01,-1753.1,-1274.6,13.067,-703.05,-245.95,-393.67,46.066,14.425,-627.56,121.85,-72.266,-347.26,-94.307,-67.571,18.324,90.44,-115.9,37
10699,652.23,-408.14,-998.45,-221.74,103.46,-181.07,420.44,-184.64,-276.41,44.543,-351.85,-289.52,29.4,483.36,325.82,-75.693,-19.434,157.78,-22.254,7
10657,746.78,-428.08,-1074.1,-100.87,126.2,-123.38,499.54,-169.41,-313.62,37.926,-47.603,-542.66,288.67,71.333,-145.39,-113.71,5.8816,112.42,161,22
9034.2,951.49,-860.81,-1763.1,346.39,-91.103,213.68,50.842,162.21,-36.389,-28.053,352.42,-250.86,-157.33,136.52,-282.53,-33.942,29.951,-95.934,271.97,24
8791.8,692.99,-895.22,-1717.7,172.73,-119.56,133.93,-153.03,79.659,288,-3.537,-85.578,681.21,80.214,-177.12,-42.107,78.069,-6.2135,-55.765,-57.518,4
4353.8,-1277.3,-644.97,-2394.6,-2478.4,-112.23,-1298.5,-1021.3,-639.31,418.31,1.5621,-474.38,-111.28,-331.71,-259.22,397.77,4.231,-12.507,65.672,-194.27,9
11229,944.16,-411.58,-965.17,139.94,152.46,-4.3971,654.01,-122.76,-385.9,40.793,-77.863,-500.88,266.58,87.978,-133.75,-103.17,4.7408,98.084,163.12,35
