-1.7268,1.188,-2.3327,-0.74937,-0.55757,2.068,-0.29787,-1.2367,0.3842,1.0093,0.10174,0.66902,3
-1.0225,-1.2821,-0.019285,-0.53483,-1.8975,0.1698,0.72157,0.12564,-1.442,0.60947,0.14014,2.6271,24
-0.33021,-0.25136,-1.5983,-0.77723,-1.072,0.59837,0.084856,-0.33076,-2.5829,-0.30816,2.3664,-0.0091209,33
0.044265,-1.0533,-2.4914,-1.3977,-0.63197,-2.5044,0.023509,0.99929,1.2683,0.024336,-0.4991,-1.14,9
-0.77657,0.67795,0.37106,0.17767,2.6279,-1.761,0.15409,-2.164,-0.56404,0.65472,1.0138,0.30917,20
1.158,1.8971,-0.64372,-1.0126,0.44847,0.59527,-1.8193,-0.090385,0.48338,1.9753,-0.23568,0.72179,11
-0.71414,2.4706,0.17017,2.2141,-1.0318,1.125,0.58295,0.2575,1.621,-0.39333,-0.055048,-3.0776,34
0.23807,-1.3226,-1.121,-1.3869,-2.7156,-0.53411,-1.4404,-0.089104,1.4984,-1.1876,-1.7134,0.078119,37
0.0076529,-1.1052,0.86441,0.14899,1.3321,1.1674,-1.187,-1.5371,-0.080554,-2.7358,0.36632,0.87388,34
-1.0346,-0.98677,0.2101,-0.19522,-1.8049,0.36732,0.93916,0.16892,-1.5504,0.62971,0.28589,2.5891,23
1.0263,1.1826,1.746,-2.408,-0.97228,0.040281,-1.6657,-1.2944,1.9031,-0.37422,-1.1814,-1.9495,24
0.091099,-0.25399,-1.3773,2.0929,0.089008,1.211,1.9209,-0.65485,-0.96321,0.097885,1.287,-1.7483,37
-0.050609,0.84525,-1.8836,-0.65788,0.06511,-0.5428,-1.6867,0.83011,-0.40906,2.8126,-0.32671,0.61936,7
2.0458,-0.43861,1.8316,-0.10851,-0.33616,0.33785,-0.030386,1.7012,0.97023,-0.69868,1.0636,1.8482,22
-0.9435,-0.72339,-0.74923,2.6491,0.038304,-1.2184,0.49532,0.62159,-0.043762,1.432,1.7897,-1.3291,4
-1.5678,-2.3742,0.99088,-2.4059,-1.6916,0.11165,1.156,-0.33787,-0.32914,-1.2865,1.1863,-0.76551,9
0.33458,0.70784,1.3378,-2.5299,-1.5849,0.76646,-0.52674,-0.075465,0.8973,0.86901,-1.2023,0.39527,35
0.19714,-1.3901,1.3982,0.61806,1.9835,2.1226,-2.5004,0.25832,0.76129,-0.74832,0.13856,-1.3641,4
0.42597,-0.41091,0.22731,3.1711,0.03499,-0.76108,0.18041,-2.987,0.030233,1.0512,0.60449,-1.1952,24
-1.036,-0.67119,-0.73566,2.7085,-0.0049084,-1.3044,0.66054,0.63253,-0.044789,1.6845,1.9113,-1.2434,4
0.018136,-1.0176,1.9031,1.6358,0.71197,-1.1786,1.5278,-2.1644,-1.3354,1.6154,0.36309,-1.2028,15
0.59602,0.18316,0.80725,1.9584,1.1952,-1.1189,1.3504,-2.532,-1.8868,0.37669,1.4761,0.41694,4
1.9328,0.42894,1.4643,-2.0245,2.3819,0.34852,0.55258,0.17501,-0.87364,-1.0386,-1.6543,0.18355,34
-1.2669,0.46574,1.2966,-3.62,-2.3667,0.089111,-1.3644,0.11783,3.0179,-0.67871,0.21756,0.37857,22
-0.02634,-0.061956,-0.47077,-0.19718,-0.079509,0.99376,2.4415,-1.1595,-1.6752,-1.1398,-0.39574,0.76268,32
-1.3813,-0.16644,-0.042493,2.4819,0.4916,-1.4953,0.60752,0.50964,0.77047,2.1058,1.6971,-0.82569,12
-0.59525,-0.55775,2.6885,-0.23613,0.84059,0.5487,-0.79359,0.36778,0.97148,0.61637,-2.0328,1.849,6
-0.2761,-0.7489,2.6833,1.1987,-0.78722,1.2089,0.34793,-1.0421,-0.18934,-0.21597,-1.7966,2.0406,6
1.6969,0.3006,-0.6974,-2.8614,0.80879,-0.69019,0.68364,-0.21244,1.5399,-1.5957,-2.0515,0.29221,14
0.80098,1.2815,1.2583,-2.5634,1.1662,-1.1102,-0.58277,0.77226,-0.19162,-1.154,-0.4752,1.2466,27
0.32294,-1.3615,-3.5953,0.21442,0.27437,0.76057,-0.16401,-0.81027,-0.025023,-0.089682,-0.18846,-0.34742,3
-1.4192,1.2431,0.31093,1.1723,-3.1187,1.1169,-0.61346,1.437,2.1669,-0.78842,0.64016,0.55697,12
-0.32466,-1.2094,-0.17492,-0.54923,-1.0015,0.95041,0.89459,0.46192,-3.0039,-0.13799,1.4961,-0.38715,2
2.2562,2.5561,-0.10571,-1.8513,-0.013105,-0.32967,2.1573,1.3847,-0.82693,0.066495,0.10461,1.6073,14
-0.27668,-0.36022,1.4576,0.20765,-0.057932,0.23374,-1.4627,-1.4481,-0.56634,-1.2946,0.4583,-1.4224,12
-1.2019,0.81385,-3.1578,-0.016491,-0.45866,1.6089,-1.0322,-1.0462,0.58351,1.0003,0.91526,1.1478,9
-1.1496,3.1503,-0.83561,0.19979,-0.2649,-0.21001,0.29158,0.98831,1.0249,-0.70105,1.7115,-0.79235,36
0.297,3.5167,0.92877,1.5074,0.25695,0.16851,-1.0712,0.74826,1.8179,-1.4706,1.7186,-1.9815,24
-0.81134,0.072058,-1.0674,-0.71832,-0.77641,-0.40953,0.59208,1.3187,-0.79203,0.69724,0.53804,-1.0954,30
2.1457,-0.13716,1.6903,1.4704,1.6306,-1.327,0.59704,0.97478,0.37893,0.50672,-1.3888,-0.4709,26
-1.2972,-0.84023,1.515,0.37493,1.1265,-0.12344,0.27835,0.90179,0.15903,0.67332,-2.6432,1.4392,34
-1.7004,1.9393,0.52688,0.75436,-1.4257,1.0696,-1.7433,-0.13242,3.0674,-0.4525,0.48366,-0.94271,36
2.0731,-1.1727,2.5611,1.8902,2.122,-1.7006,0.66536,1.2353,-0.86141,1.0384,-0.77436,0.13458,16
-1.1489,-0.30809,-1.2258,-0.14378,-2.0156,-0.050773,1.0913,-1.1514,0.029329,0.63141,-1.3006,-0.59032,32
-1.2142,1.3036,0.63438,0.24442,0.24894,0.97746,1.4422,-1.2021,-0.58626,-0.68601,-0.32078,0.012572,34
-0.55607,1.1124,0.63814,0.34531,-2.1798,1.3782,-1.5715,-0.29977,1.6105,-0.098241,2.1901,0.050956,33
