-0.080785,-0.23734,0.53379,1.0992,0.44778,1.6173,1.1642,-2.9807,-3.7231,-0.18007,16
0.58742,0.031991,2.4104,-1.4269,-0.33084,-1.7899,-1.1748,0.038029,-0.22426,-2.8477,37
1.4953,-2.3402,1.0342,-1.8675,1.7819,-0.092215,0.12072,-0.35967,1.2364,0.036975,6
0.46116,1.0069,-0.40522,2.4889,-1.2607,-0.32748,-0.12209,-0.041396,-2.2005,-1.5612,24
0.94499,-0.78047,-2.3339,0.10101,1.5675,0.42229,1.0517,1.768,-0.29666,0.18144,5
2.8385,-1.9141,0.31746,-0.97472,0.48432,1.835,-1.0815,-2.4694,3.9549,-0.87577,20
-0.43405,3.8932,1.9914,0.96964,-0.22039,-0.41648,1.0771,0.36789,0.13604,0.38732,32
0.95089,-0.81742,0.29226,-3.304,0.85132,1.9509,0.59533,-0.40417,1.3169,1.3665,19
-0.47781,-0.42402,-2.5671,1.5444,-1.2701,0.080358,-0.49708,-4.2204,-2.2228,-0.88242,7
0.98797,-3.1589,1.6163,-0.57513,1.4627,1.7693,-1.6799,0.34687,1.3132,-2.0809,32
0.59391,-1.65,3.3701,-2.4886,2.0183,3.8257,1.4985,-0.91578,-0.46803,3.1009,32
2.2585,-2.0926,0.47728,1.1213,2.5884,1.6794,0.28206,-1.0441,0.58469,-0.003087,32
0.22222,1.8633,-0.19,-0.098536,0.18885,-0.163,1.0686,0.34534,0.47041,-2.7695,6
2.3439,-0.98313,3.0224,0.7993,-0.012896,-3.4081,-1.7479,-0.58275,1.3456,-0.60306,4
2.0838,0.22921,2.716,3.0646,4.3344,-5.5229,3.8128,-2.9873,-7.3759,1.8548,21
0.42019,-0.72422,2.6282,1.5914,-0.47949,1.126,-0.5205,-0.80232,-1.4256,-0.48607,11
1.1473,0.84716,0.85723,-2.5154,0.99313,-1.547,-1.9849,-0.94185,2.8663,-1.299,17
1.4513,-1.5629,-2.13,1.3577,1.0665,-1.9041,-0.50867,-4.7753,-4.5847,1.2043,10
2.0462,-3.424,1.6875,-1.8411,0.43995,2.1072,0.2869,-1.1299,2.0882,0.17235,10
0.3416,-0.04464,-1.538,-1.9442,1.1381,-0.059586,1.921,-2.4346,1.1292,1.043,35
-1.6672,0.72967,-1.554,2.9851,-1.4758,-3.8696,0.15573,1.4598,-4.3053,1.7867,23
1.2694,-1.9334,0.89889,-2.0892,2.2968,-0.13538,-0.11526,-0.075506,1.4225,-0.34285,23
0.098315,-4.6753,0.28606,-1.6669,-0.52826,3.0108,-2.3017,0.40398,0.83633,-0.072092,36
-0.84555,2.2267,-0.86468,0.9763,-1.4605,-1.9862,0.29259,1.5211,-0.22723,1.6729,23
0.99162,-1.3385,2.5348,-3.5496,3.1694,4.3198,0.51477,-0.91144,1.4257,1.3643,10
1.2712,1.5105,-1.5364,-0.076501,-2.1018,-1.3989,1.695,0.92112,0.40654,1.073,32
-2.6759,1.4655,-1.92,-0.26655,1.2724,0.37769,-0.045624,1.6845,2.3147,0.33651,12
-3.8072,0.57561,-0.9674,-0.79218,-1.0039,-1.0486,-0.058863,1.5824,4.1284,-3.0613,26
2.7049,-1.1743,1.3925,-1.7135,-0.90478,-3.01,-1.2263,0.92748,0.48109,-0.88433,22
0.54587,-1.2871,3.0753,-3.5391,3.2461,4.2159,-0.12244,-1.7179,0.74322,1.3088,26
4.5417,2.0769,-0.49011,-3.1577,0.98211,-4.798,-1.8915,0.45195,3.941,-0.23319,33
0.053849,-0.39579,-1.8635,-1.8623,1.4687,0.29565,2.1636,-1.8857,1.1459,0.60966,36
-0.90941,-1.1982,-0.97372,-0.15434,-0.022782,2.8354,1.8219,0.99825,2.9162,1.0764,14
-1.1389,-2.7071,-0.28436,0.84905,2.3165,-1.4433,3.1722,-0.038601,4.198,2.6687,2
1.0228,1.4662,-0.60861,0.55795,-2.1075,0.52097,1.3612,2.3564,-0.34692,1.0713,6
-3.7234,1.6621,-1.5098,1.463,-1.2366,-3.5618,-0.89015,2.2596,-2.5279,0.86172,30
1.2104,3.0729,-1.7547,-1.8496,-2.7772,1.4596,-3.5871,0.8337,-0.50513,-1.1789,33
0.012904,-2.7789,2.5036,-3.1944,0.89452,4.374,-0.32264,-0.19589,0.4266,0.77906,3
4.369,2.0453,-1.0596,-2.5878,0.60363,-2.9818,-2.4346,1.7635,4.97,-0.21704,35
-0.30554,1.7029,0.10802,-2.2153,1.4561,0.22243,0.63501,-2.3197,2.3945,2.0645,9
-1.0959,-1.0965,-1.5031,-0.21935,-0.64818,2.8846,1.2383,0.45524,3.4484,1.5828,9
-0.059701,-0.3304,0.35606,-0.74147,0.13079,-1.5255,-1.3539,2.7957,-1.0271,-2.0895,11
-0.81246,-0.55251,-0.5618,-0.26043,-0.98596,-0.12924,1.7753,-0.43505,2.6794,2.6857,37
2.9806,0.63783,2.2321,-1.418,-0.91288,-1.5169,-0.47443,-1.1586,0.64104,-1.135,37
0.22395,-0.4807,-5.1064,-0.2298,0.1939,-0.14711,-1.0114,-1.2874,4.2071,1.2004,3
-1.5215,0.070054,1.8788,2.8621,-1.252,1.4341,0.68505,-1.5293,-2.1447,0.28815,23
0.68687,1.0581,-0.11676,-2.6742,0.82333,0.87341,-1.4339,1.722,0.48021,-0.68271,21
0.15323,2.137,-0.013349,-1.7133,-2.0423,-0.84112,0.91089,0.56231,-0.4962,-0.49435,32
0.91651,-2.8,3.3818,-3.0987,2.4745,3.2228,0.94009,-1.7476,0.51247,2.7433,26
1.0098,-2.9124,2.2978,-1.5336,1.8367,0.44772,0.22237,-1.4872,0.31428,0.63997,34
0.28447,-0.69094,2.8182,1.6213,-0.49901,0.91026,-0.57588,-0.745,-1.4804,-0.34854,14
0.2871,-2.1888,0.64174,0.028257,-0.76038,0.56274,0.27177,-0.17771,-0.74676,-0.96277,23
0.91729,-0.52474,-1.4816,1.8755,0.79538,-1.6668,-0.11707,-1.1121,-3.9365,0.95274,18
-0.93002,-1.2218,-3.3417,0.16765,-0.82782,0.67777,1.3443,-0.40283,3.6372,0.54739,26
-1.8899,0.36329,2.0588,0.44283,0.2262,1.3887,-0.21878,-0.93448,-2.3661,0.36568,26
2.6008,-0.48531,2.8923,-0.34245,-1.1075,-1.4511,-1.1846,-1.0422,1.1328,-0.50552,33
-4.0166,0.57357,-1.103,-0.83735,-1.2432,-1.0989,-0.39815,1.3771,4.1351,-3.1699,26
-0.012674,1.4986,1.5619,-0.67771,-1.5457,-1.0898,2.1478,1.9551,-1.3727,0.32165,28
1.914,0.64915,-0.56854,-2.4564,0.59231,-0.92123,-1.7132,0.51411,0.50064,0.59747,27
