-3169.1,-229.3,-1471.8,204.39,3433.9,-1708.5,-940.4,1888.9,-1738.1,-1516.3,-344.03,-8.9687,-507.23,-189.31,63.352,-90.188,-257.5,47.673,-31.001,-77.661,70.395,94.113,242.58,182.73,6.7951,32
-8562.3,-9118.6,555.74,21.141,468.92,796.06,270.8,-1101.6,303.26,555.49,-86.067,3.3565,504.44,328.27,-233.05,-30.134,538.62,-167.29,57.522,-12.178,-223.03,-287.05,88.936,174.4,-92.029,3
-8022.9,-8228.5,893.32,77.61,1134.8,1033.5,400.58,-1113.6,640.58,845.26,-50.525,-32.243,-148.85,327.08,383.57,137,326.34,-47.911,49.213,232.18,140.03,174.89,291.08,167.49,77.557,24
-4450.7,-2366.1,-1049.7,468.82,2630.1,-1270.2,-635.02,1653.2,-802.5,-1172.5,455.94,18.851,-170.39,562.51,-192.64,-125.1,-371.27,39.3,-42.145,-78.462,52.118,78.478,209.24,210.55,35.111,33
-5869,-4675.1,-89.129,102.19,2217.3,-66.181,-136.28,110.57,-357.31,-213.54,-307.27,14.457,-445.18,-145.19,85.616,-35.554,-80.19,19.164,-14.073,-30.335,71.677,77.067,211.32,218.37,-6.4661,31
-5967.8,-4840,95.712,148.22,2254.4,74.815,-96.154,-1.2729,-199.02,40.003,-61.674,-35.767,587.46,-116.34,160.13,291.87,-97.23,67.959,69.079,275.16,92.198,54.031,-3.3569,-110.69,63.006,28
-9041.6,-9898.3,1688.4,-24.06,881.4,2036.1,874.87,-2131.5,1386.1,1448.1,-247.43,0.80225,-503.53,-37.571,200.29,83.867,230.95,-47.13,-29.242,-63.341,64.413,90.806,181.01,165.58,-15.533,14
-8500.4,-9065.1,2442.1,914.27,1697.1,2496.4,1491.7,-1178,3808.1,1629.2,1549.8,44.104,-497.67,-89.801,121.4,-97.214,-540.25,193.41,-67.083,56.535,-61.181,-58.71,-130.34,-33.745,153.99,18
20965,42072,23953,-67818,-38415,-5795.6,3989.9,-888.97,4127,-1328,3490.5,544.37,48.725,-35.803,125.69,-323.58,244.52,6.1291,513.7,-155.53,-58.77,184.05,27.885,-187.28,-345.23,6
-4523.1,-2455.8,-619.76,142.21,2937,-725.05,-472.74,858.64,-936.54,-746.96,-338.14,7.9577,250.07,-538.55,-120.9,318.87,-338.77,105.43,-21.269,-78.997,79.932,72.226,-28.485,-41.949,-11.644,36
-7421.3,-7261.7,115.99,380.63,1026.4,136.01,103.05,47.885,463.27,-20.686,496.17,30.223,619.67,231.5,-309.53,551.76,51.048,-17.398,-45.614,-187.28,48.361,138.12,67.214,81.831,13.505,9
-9978.4,-11467,2423.6,334.82,575.77,2747.6,1405.3,-2338.9,2865.9,1964.3,529.33,23.507,-507.93,-29.8,191.59,177.98,57.657,29.347,-30.891,13.959,-29.217,-27.832,-44.882,-12.299,17.158,14
-6771.2,-6163.4,137.14,76.084,1638.2,243.95,33.533,-293.26,-74.303,67.534,-285.24,7.2225,-468.89,-81.088,136.85,110.81,202.87,-48.799,-22.806,-73.457,86.688,146.66,278.43,238.99,0.65828,17
-6460.7,-5676.7,-266.76,383.14,1545.6,-333.17,-153.98,548.37,-14.683,-397.3,430.77,25.38,485.95,257.6,-271,-204.07,143.81,-69.877,44.621,28.657,-216.48,-274.7,47.814,161.79,-17.296,22
-6110.7,-5074.4,-220.81,96.811,1921.1,-186.38,-173.84,160.24,-439.86,-273.39,-308.74,2.1216,283.12,-484.47,-48.884,545.95,103.88,4.9324,-25.753,-135.52,73.349,137.2,65.547,5.8947,-13.02,4
-8167.3,-8491.9,389.38,338.33,613.25,485.08,268.78,-383.31,720.05,272.61,483.59,26.342,-280.69,725.58,-72.606,254.36,234.29,-88.467,-2.4405,-56.592,-140.36,-108,-139.57,-83,-25.324,34
60314,1.0507e+05,-1.558e+05,3049.2,-15123,19530,9781.4,-24195,17826,-10162,-7.5283,-7346,-480.53,-347.64,-965.4,-286.01,143.14,-115.17,1386.2,-225.86,430.19,-313.85,63.665,-224.25,185.58,25
-7084.1,-6690.3,-101.36,155.08,1198.3,-19.207,-100.4,-90.825,-216.9,-110.11,55.968,21.181,-119.99,612.97,-130.8,39.869,103.69,-72.307,-10.11,-74.165,28.758,50.765,193.29,215.2,-37.883,15
-6220,-5254.1,42.797,88.326,2025.2,96.33,-58.135,-87.208,-226.31,-62.034,-290.66,5.2161,-573.91,-65.676,138.23,103.65,-74.047,20.589,14.144,34.56,-62.261,-100.09,-125.83,-112.02,-30.699,31
44900,69421,26068,70068,-27800,-5599.4,-2609.1,5177.6,2587.6,-4048.4,4347.5,461.63,218.09,-178.86,-154.34,-317.07,-376.46,157.03,254.26,3.1364,-7.6596,-203.1,61.16,-34.027,45.44,3
-2103.4,1523.8,-2193.7,240.35,3788.9,-2551.6,-1341.5,2739.4,-2448.7,-2149.4,-383.39,10.247,-598.91,-107.21,60.819,57.333,-278.22,56.69,22.414,40.203,-28.092,-49.775,-67.044,-93.926,-11.976,18
11234,24981,10602,-36963,-21058,28713,-22698,20509,-4851.6,2716.3,-5590.9,-1218.6,-425.48,-189,-53.167,109.77,-351.59,-503.46,126.43,-79.882,-243.06,62.643,-75.329,-15.16,86.723,32
-11274,-13541,3104.8,-516.91,173.07,3900.7,1469.7,-4619.3,1871.9,2895.7,-752.14,-11.019,634.14,222.25,-290.82,338.94,-325.34,48.415,-41.185,-141.71,152.93,25.956,3.6042,-4.2847,-132.4,34
-6996.3,-6563.3,-185.4,393.29,1156.4,-210.84,-64.463,392.25,163.88,-281.4,477.52,26.848,75.829,552.96,-187.76,-177.81,326.96,-122.4,-44.717,-172.93,46.542,152.26,30.872,50.229,-0.99729,2
-7828.3,-7910.3,674.45,101.2,1136.3,814.01,359.2,-829.81,569.71,502.09,-180.45,11.815,-597.98,-44.362,181.41,242.84,294.85,-55.247,-3.2854,-47.938,-84.04,-57.612,-121.87,-77.53,-41.506,29
-6824.7,-6259.9,-65.857,151.35,1435.6,2.0385,-106.76,-73.984,-234.42,-147.49,32.521,16.76,577.11,239.16,-330.95,441.59,-112.21,5.7509,-33.868,-157.14,46.78,64.098,0.38094,-6.6917,-42.379,34
34915,60309,9356.1,-37995,7549.2,-37139,20174,-24859,-12446,-6760.6,-5768.4,1158.9,54.72,-316.65,-72.484,51.312,-364.63,339.22,-564.12,149.48,-425.87,101.82,-224.03,187.65,797.22,30
-5705.8,-4408.3,-0.25615,159.33,2398.3,-59.069,-163.47,153.69,-308.17,-47.919,-60.185,-37.99,498.55,-68.418,167.83,-259.77,59.13,12.716,121.63,398.39,-58.352,-178.31,141.39,74.95,70.143,27
-2041,1613.8,-2129.1,436.45,3839.4,-2628.5,-1321.9,3032.6,-2134.3,-2094.1,99.415,-27.81,483.11,-140.18,108.85,-300.98,-8.617,27.075,133.43,399.35,-118.12,-203.24,103,44.362,90.609,24
-4698.1,-2743.7,-547.53,137.29,2850.5,-612.86,-419.68,736.08,-843.5,-667.09,-323.37,-0.43108,282.73,-595.06,-115.97,348.02,-324.61,100.58,-34.313,-107.01,97.319,106.3,61.148,10.341,2.4673,29
-7738.5,-7766.8,616.81,192.71,1160.9,747.48,365.44,-656.03,705.25,463.62,4.6002,15.342,-37.301,-273.23,52.523,-245.51,549.12,-122.38,-27.383,-126.93,60.096,157.9,-24.126,-12.869,1.1991,32
-7616,-7457.3,1913.7,-1109.4,2447.6,2602.1,436.54,-3884.9,-838.93,1998.1,-2166.1,-97.273,562.52,-182.41,111.39,126.15,-639.05,140.16,67.895,257.58,327.91,49.093,53.147,-147.48,-140.24,23
-4480.6,-2386,-655.7,150.77,2951.4,-739.33,-487.72,874.79,-949.72,-746.49,-294.85,7.5732,12.361,-379.56,-72.021,-527.19,-27.709,-8.2052,-12.399,-56.559,81.549,81.258,-63.562,-56.211,-10.678,32
-13107,-16603,5163.1,103.1,4.0007,5977.5,2743,-5675.3,5114.3,4347.8,681.22,-0.90718,-179.19,678.15,-110.02,-167.28,-703.14,158.27,-90.017,-22.317,1.7998,-157.28,-139.02,-79.31,-5.9723,22
-3512.8,-821.97,-1488.8,509.08,3083.9,-1791.7,-890.95,2235.6,-1228.6,-1565.9,458.85,5.5977,-293.29,582.16,-183.11,-37.364,-512.33,73.7,-16.39,-17.515,-78,-104.5,-98.757,-108.11,18.261,37
-5585.6,-4235.8,-590.19,436.84,2029.4,-715.11,-345.58,1028.2,-302.27,-727.55,478.89,16.026,322.69,318.67,-287.32,-469.52,40.489,-55.653,-45.544,-150.76,24.447,76.988,-35.913,-12.57,6.6217,8
-6128.2,-5126.7,141.44,444.31,2103.8,79.891,106.26,410.07,556.96,-113.26,375.19,19.785,-440.18,-143.22,95.071,-40.077,-86.096,38.038,-35.709,-32.669,36.232,93.89,209.32,224.04,72.54,31
-3865.4,-1378.9,-1369.2,183.56,2938,-1550.8,-840.73,1647.5,-1583.3,-1370.6,-348.58,10.564,-574.42,-81.531,106.97,136.62,-104.29,23.16,13.072,16.008,-24.641,-26.268,-26.454,-67.447,-12.034,32
-7340,-7127.8,83.483,375.14,1074,106.86,77.126,71.081,407.7,-55.456,491.83,37.697,318.51,385.81,-239.45,419.96,17.299,-21.739,-32.016,-111.59,-1.5109,50.241,-21.547,7.0399,18.984,13
-4768.6,-2862.6,-763.01,147.29,2638.4,-838.6,-512.33,908.29,-1003.4,-779.95,-294.72,-8.8705,197.25,-485.58,-63.496,-246.81,127.58,-31.917,66.737,96.072,-214.88,-312.69,59.797,102.21,-35.836,6
13968,28359,24743,-65565,-44750,-5522.2,5751.7,934.67,10389,-971.83,8086.4,719.13,-344.5,273.19,305.31,221.74,492.05,268.73,-776.6,153.11,592.03,-548.07,31.613,-76.712,-7.6109,11
-6178.1,-5191.2,-22.286,193.34,1993.9,-9.9011,-48.005,142.12,-70.931,-150.36,-110.65,6.1352,302.27,-513.43,-67.581,500.06,-43.954,49.049,-28.728,-100.18,71.392,118.26,100.42,66.9,13.93,29
-2798.2,349.48,-2314.9,551.44,3073.1,-2730.7,-1299.5,3133.3,-1955.3,-2278.7,416.4,26.763,-323.14,604.39,-131.39,68.655,-265.59,14.244,11.213,-5.4316,-101.08,-84.413,-119.01,-115.52,13.234,22
-11303,-13612,4246.4,-91.54,863.38,4883.4,2122,-4803.2,3692.4,3694.3,72.025,-39.68,-221.66,316.41,410.01,-71.027,-454.63,157.59,25.883,359.25,144.75,-15.322,-59.726,-141.28,73.025,28
-4105.9,-1773.2,-624.66,212.01,3258.8,-821.13,-555.64,1034.8,-975.89,-687.21,-88.409,-30.568,-238.61,264.72,295.89,-34.535,-420.61,126.04,79.676,382.08,77.648,-12.153,-39.565,-152.91,82.668,23
-8006.1,-8196.1,746.28,26.346,1060.3,948.46,385.92,-1069.3,522.63,631.99,-285.68,12.191,246.92,-449.31,-26.476,593.28,284.83,-35.714,-21.479,-137.96,50.217,113.25,14.774,5.9994,-26.959,32
31107,48907,27432,65887,-36617,-2103.5,-2343,-4778,-2565.7,-540.21,-2972.2,342.56,197.16,-194.47,-243.5,81.316,-428.46,173.11,-1037.9,441.02,-210.73,255.82,21.192,-79.038,-283.52,13
17107,25938,28462,63431,-46906,392.46,-1587.2,-11731,-4458,2119.1,-6939.9,315.12,254.23,-32.139,-46.32,-41.9,567.43,-228.82,-843.51,304.32,-614.97,110.5,-117.56,194.69,388.14,3
-7090.5,-6715,-38.096,352.49,1198.8,-25.257,-5.7298,177.06,223.64,-146.2,430.08,25.869,-143.83,626.45,-131.84,63.723,65.562,-56.313,-23.898,-88.223,-8.4974,37.043,200.22,227.97,2.4828,7
19733,37024,14533,-35193,-1088.4,-32052,24539,-27068,-639.64,-2772.5,347.34,1387.7,-319.47,13.892,163.98,-346.65,-711.42,479.14,498.97,121.82,-1319.6,814.54,-269,169.24,610.45,29
-4622.9,-2643.6,-731.95,442.58,2721.3,-932.12,-412.1,1400.5,-424.96,-904.61,238.37,14.114,-42.42,-333,-12.541,-454.13,85.562,-19.265,-35.464,-95.577,67.363,151.76,-66.654,-73.376,59.637,17
-7415.6,-7223.5,526.96,54.158,1387.7,674.59,247.62,-739.25,300.87,406.14,-276.82,6.1687,223.73,-436.13,-22.149,407.77,218.69,-28.422,7.7488,-71.534,-61.361,-54.622,-140.84,-85.489,-61.594,32
-6515.9,-5750.3,114.4,213.88,1808,144.41,43.499,0.95251,128.89,-30.029,-33.203,0.54979,263.76,-500.96,-53.726,507.74,29.871,23.887,-36.581,-138.46,16.494,76.2,42.3,16.789,7.5725,5
